From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
LRRC75A	Q7TSF4	reviewed	LR75A_MOUSE	Leucine-rich repeat-containing protein 75A (Leucine-rich repeat-containing protein FAM211A)	Lrrc75a Fam211a	Mus musculus (Mouse)	339	
PLEKHM1	Q7TSI1	reviewed	PKHM1_MOUSE	Pleckstrin homology domain-containing family M member 1 (PH domain-containing family M member 1)	Plekhm1	Mus musculus (Mouse)	1074	metal ion binding [GO:0046872]
GALNT17	Q7TT15	reviewed	GLT17_MOUSE	Polypeptide N-acetylgalactosaminyltransferase 17 (EC 2.4.1.41) (Polypeptide GalNAc transferase-like protein 3) (GalNAc-T-like protein 3) (pp-GaNTase-like protein 3) (Protein-UDP acetylgalactosaminyltransferase-like protein 3) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 3) (Williams-Beuren syndrome chromosomal region 17 protein homolog)	Galnt17 Wbscr17	Mus musculus (Mouse)	598	carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]
PPM1E	Q80TL0	reviewed	PPM1E_MOUSE	Protein phosphatase 1E (EC 3.1.3.16) (Ca(2+)/calmodulin-dependent protein kinase phosphatase N) (CaMKP-N) (CaMKP-nucleus) (CaMKN) (Partner of PIX 1) (Partner of PIX-alpha) (Partner of PIXA)	Ppm1e Camkn Kiaa1072	Mus musculus (Mouse)	749	metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; protein serine/threonine phosphatase activity [GO:0004722]
RIMS3	Q80U57	reviewed	RIMS3_MOUSE	Regulating synaptic membrane exocytosis protein 3 (Nim3) (RIM3 gamma) (Rab-3-interacting molecule 3) (RIM 3)	Rims3 Kiaa0237	Mus musculus (Mouse)	307	small GTPase binding [GO:0031267]; transmembrane transporter binding [GO:0044325]
SUZ12	Q80U70	reviewed	SUZ12_MOUSE	Polycomb protein Suz12 (Suppressor of zeste 12 protein homolog)	Suz12 D11Ertd530e Kiaa0160	Mus musculus (Mouse)	741	chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; enzyme activator activity [GO:0008047]; histone methyltransferase activity [GO:0042054]; lncRNA binding [GO:0106222]; metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]; promoter-specific chromatin binding [GO:1990841]; RNA binding [GO:0003723]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription corepressor binding [GO:0001222]
TICAM1	Q80UF7	reviewed	TCAM1_MOUSE	TIR domain-containing adapter molecule 1 (TICAM-1) (Toll-interleukin-1 receptor domain-containing adapter protein inducing interferon beta) (TIR domain-containing adapter protein inducing IFN-beta)	Ticam1 Trif	Mus musculus (Mouse)	732	molecular adaptor activity [GO:0060090]; protein kinase binding [GO:0019901]; signaling adaptor activity [GO:0035591]
SETMAR	Q80UJ9	reviewed	SETMR_MOUSE	Histone-lysine N-methyltransferase SETMAR (EC 2.1.1.357) (SET domain without mariner transposase fusion protein)	Setmar	Mus musculus (Mouse)	309	DNA binding [GO:0003677]; DNA topoisomerase binding [GO:0044547]; double-stranded DNA binding [GO:0003690]; endonuclease activity [GO:0004519]; histone H3K36 dimethyltransferase activity [GO:0140954]; histone H3K36 methyltransferase activity [GO:0046975]; histone H3K4 methyltransferase activity [GO:0042800]; histone methyltransferase activity [GO:0042054]; protein homodimerization activity [GO:0042803]; single-stranded DNA binding [GO:0003697]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014]; zinc ion binding [GO:0008270]
MXD3	Q80US8	reviewed	MAD3_MOUSE	Max dimerization protein 3 (Max dimerizer 3) (Max-associated protein 3)	Mxd3 Mad3	Mus musculus (Mouse)	206	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
RPP38	Q80UU2	reviewed	RPP38_MOUSE	Ribonuclease P protein subunit p38 (RNaseP protein p38)	Rpp38	Mus musculus (Mouse)	280	ribonuclease P activity [GO:0004526]; ribonuclease P RNA binding [GO:0033204]
SDAD1	Q80UZ2	reviewed	SDA1_MOUSE	Protein SDA1 homolog (SDA1 domain-containing protein 1)	Sdad1	Mus musculus (Mouse)	687	
FANCD2	Q80V62	reviewed	FACD2_MOUSE	Fanconi anemia group D2 protein homolog (Protein FACD2)	Fancd2	Mus musculus (Mouse)	1450	DNA polymerase binding [GO:0070182]
DTX3	Q80V91	reviewed	DTX3_MOUSE	Probable E3 ubiquitin-protein ligase DTX3 (EC 2.3.2.27) (Protein deltex-3) (Deltex3) (mDTX3) (RING-type E3 ubiquitin transferase DTX3)	Dtx3	Mus musculus (Mouse)	347	metal ion binding [GO:0046872]; transferase activity [GO:0016740]
ELL3	Q80VR2	reviewed	ELL3_MOUSE	RNA polymerase II elongation factor ELL3	Ell3	Mus musculus (Mouse)	395	cis-regulatory region sequence-specific DNA binding [GO:0000987]
INKA2	Q80VY2	reviewed	INKA2_MOUSE	PAK4-inhibitor INKA2 (Induced in neural crest by AP2-alpha protein-related homolog) (MInca-r)	Inka2 Fam212b	Mus musculus (Mouse)	300	protein kinase binding [GO:0019901]; protein serine/threonine kinase inhibitor activity [GO:0030291]
DHX33	Q80VY9	reviewed	DHX33_MOUSE	ATP-dependent RNA helicase DHX33 (EC 3.6.4.13) (DEAH box protein 33)	Dhx33	Mus musculus (Mouse)	698	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA-binding transcription factor binding [GO:0140297]; double-stranded RNA binding [GO:0003725]; helicase activity [GO:0004386]; mRNA binding [GO:0003729]; rDNA binding [GO:0000182]; ribosomal large subunit binding [GO:0043023]; RNA helicase activity [GO:0003724]
NPM2	Q80W85	reviewed	NPM2_MOUSE	Nucleoplasmin-2	Npm2	Mus musculus (Mouse)	207	ATP-dependent protein-DNA complex displacement activity [GO:0061995]; chromatin binding [GO:0003682]; enzyme binding [GO:0019899]; histone binding [GO:0042393]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]
HOMEZ	Q80W88	reviewed	HOMEZ_MOUSE	Homeobox and leucine zipper protein Homez (Homeodomain leucine zipper-containing factor)	Homez Kiaa1443	Mus musculus (Mouse)	542	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]
MIS18BP1	Q80WQ8	reviewed	M18BP_MOUSE	Mis18-binding protein 1 (Kinetochore-associated protein KNL-2 homolog)	Mis18bp1 Kiaa1903 Knl2 M18bp1	Mus musculus (Mouse)	998	DNA binding [GO:0003677]
FBLL1	Q80WS3	reviewed	FBLL1_MOUSE	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1 (EC 2.1.1.-) (Protein-glutamine methyltransferase)	Fbll1	Mus musculus (Mouse)	314	histone H2AQ104 methyltransferase activity [GO:1990259]; RNA binding [GO:0003723]; rRNA methyltransferase activity [GO:0008649]
DDRGK1	Q80WW9	reviewed	DDRGK_MOUSE	DDRGK domain-containing protein 1 (UFM1-binding and PCI domain-containing protein 1)	Ddrgk1 Ufbp1	Mus musculus (Mouse)	315	RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; ubiquitin-like protein ligase binding [GO:0044389]
NUCKS1	Q80XU3	reviewed	NUCKS_MOUSE	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 (JC7)	Nucks1 Nucks	Mus musculus (Mouse)	234	chromatin binding [GO:0003682]; DNA-binding transcription factor binding [GO:0140297]; double-stranded DNA binding [GO:0003690]; single-stranded DNA binding [GO:0003697]; transcription coactivator activity [GO:0003713]
ARHGAP11A	Q80Y19	reviewed	RHGBA_MOUSE	Rho GTPase-activating protein 11A (Rho-type GTPase-activating protein 11A)	Arhgap11a Kiaa0013	Mus musculus (Mouse)	987	GTPase activator activity [GO:0005096]
DDX10	Q80Y44	reviewed	DDX10_MOUSE	Probable ATP-dependent RNA helicase DDX10 (EC 3.6.4.13) (DEAD box protein 10)	Ddx10	Mus musculus (Mouse)	875	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
GPR137	Q80ZU9	reviewed	G137A_MOUSE	Integral membrane protein GPR137 (Transmembrane 7 superfamily member 1-like 1 protein)	Gpr137 Tm7sf1l1	Mus musculus (Mouse)	396	
GRWD1	Q810D6	reviewed	GRWD1_MOUSE	Glutamate-rich WD repeat-containing protein 1 (Protein A301)	Grwd1 A301	Mus musculus (Mouse)	446	chromatin binding [GO:0003682]; DNA replication origin binding [GO:0003688]; histone binding [GO:0042393]
PRIMA1	Q810F0	reviewed	PRIMA_MOUSE	Proline-rich membrane anchor 1 (PRiMA)	Prima1	Mus musculus (Mouse)	153	enzyme binding [GO:0019899]; protein-membrane adaptor activity [GO:0043495]
MPHOSPH10	Q810V0	reviewed	MPP10_MOUSE	U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10)	Mphosph10	Mus musculus (Mouse)	681	
ADAMTS12	Q811B3	reviewed	ATS12_MOUSE	A disintegrin and metalloproteinase with thrombospondin motifs 12 (ADAM-TS 12) (ADAM-TS12) (ADAMTS-12) (EC 3.4.24.-)	Adamts12	Mus musculus (Mouse)	1600	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]
PCID2	Q8BFV2	reviewed	PCID2_MOUSE	PCI domain-containing protein 2 (CSN12-like protein)	Pcid2	Mus musculus (Mouse)	399	double-stranded DNA binding [GO:0003690]; RNA binding [GO:0003723]
SLC6A15	Q8BG16	reviewed	S6A15_MOUSE	Sodium-dependent neutral amino acid transporter B(0)AT2 (Sodium- and chloride-dependent neurotransmitter transporter NTT73) (Solute carrier family 6 member 15) (Transporter v7-3)	Slc6a15 B0at2 Ntt73	Mus musculus (Mouse)	729	branched-chain amino acid:sodium symporter activity [GO:0015657]; neutral L-amino acid:sodium symporter activity [GO:0005295]; proline:sodium symporter activity [GO:0005298]
NOL12	Q8BG17	reviewed	NOL12_MOUSE	Nucleolar protein 12 (Nucleolar protein of 25 kDa)	Nol12 Nop25	Mus musculus (Mouse)	217	identical protein binding [GO:0042802]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; single-stranded DNA binding [GO:0003697]
DMRT2	Q8BG36	reviewed	DMRT2_MOUSE	Doublesex- and mab-3-related transcription factor 2 (Doublesex-like 2 protein) (Terra)	Dmrt2	Mus musculus (Mouse)	561	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
KRR1	Q8BGA5	reviewed	KRR1_MOUSE	KRR1 small subunit processome component homolog (HIV-1 Rev-binding protein 2 homolog) (KRR-R motif-containing protein 1)	Krr1 Hrb2	Mus musculus (Mouse)	380	RNA binding [GO:0003723]
ENOPH1	Q8BGB7	reviewed	ENOPH_MOUSE	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (MASA homolog)	Enoph1 Masa	Mus musculus (Mouse)	257	2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity [GO:0043715]; 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity [GO:0043716]; acireductone synthase activity [GO:0043874]; magnesium ion binding [GO:0000287]
FAM13A	Q8BGI4	reviewed	FA13A_MOUSE	Protein FAM13A (Precm1 protein)	Fam13a Fam13a1 Precm1	Mus musculus (Mouse)	693	
ADPRHL1	Q8BGK2	reviewed	ARHL1_MOUSE	Inactive ADP-ribosyltransferase ARH2 (ADP-ribosylhydrolase-like protein 1) ([Protein ADP-ribosylarginine] hydrolase-like protein 1)	Adprhl1 Arh2	Mus musculus (Mouse)	353	ADP-ribosylarginine hydrolase activity [GO:0003875]; magnesium ion binding [GO:0000287]
POMT2	Q8BGQ4	reviewed	POMT2_MOUSE	Protein O-mannosyl-transferase 2 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 2)	Pomt2	Mus musculus (Mouse)	820	dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]; mannosyltransferase activity [GO:0000030]
EFCAB14	Q8BGQ6	reviewed	EFC14_MOUSE	EF-hand calcium-binding domain-containing protein 14	Efcab14 Kiaa0494	Mus musculus (Mouse)	484	metal ion binding [GO:0046872]
GSKIP	Q8BGR8	reviewed	GSKIP_MOUSE	GSK3B-interacting protein (GSKIP)	Gskip	Mus musculus (Mouse)	139	kinase regulator activity [GO:0019207]; protein kinase A binding [GO:0051018]; protein kinase A regulatory subunit binding [GO:0034237]; protein kinase binding [GO:0019901]; protein kinase inhibitor activity [GO:0004860]
UBLCP1	Q8BGR9	reviewed	UBCP1_MOUSE	Ubiquitin-like domain-containing CTD phosphatase 1 (EC 3.1.3.16) (Nuclear proteasome inhibitor UBLCP1)	Ublcp1	Mus musculus (Mouse)	318	metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; proteasome regulatory particle binding [GO:1904855]; protein serine/threonine phosphatase activity [GO:0004722]
MAK16	Q8BGS0	reviewed	MAK16_MOUSE	Protein MAK16 homolog (Protein RBM13)	Mak16 Rbm13	Mus musculus (Mouse)	296	
CCNY	Q8BGU5	reviewed	CCNY_MOUSE	Cyclin-Y (Cyclin fold protein 1)	Ccny Cfp1	Mus musculus (Mouse)	341	cyclin-dependent protein serine/threonine kinase activator activity [GO:0061575]; cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; protein kinase binding [GO:0019901]
TACSTD2	Q8BGV3	reviewed	TACD2_MOUSE	Tumor-associated calcium signal transducer 2 (Cell surface glycoprotein Trop-2)	Tacstd2 Trop2	Mus musculus (Mouse)	317	
B3GNT5	Q8BGY6	reviewed	B3GN5_MOUSE	Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase (EC 2.4.1.206) (Lactotriaosylceramide synthase) (Lc(3)Cer synthase) (Lc3 synthase) (UDP-GlcNAc:beta-Gal beta-1,3-N-acetylglucosaminyltransferase 5) (BGnT-5) (Beta-1,3-Gn-T5) (Beta-1,3-N-acetylglucosaminyltransferase 5) (Beta3Gn-T5)	B3gnt5	Mus musculus (Mouse)	376	beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity [GO:0008457]; lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity [GO:0047256]
FBXL2	Q8BH16	reviewed	FBXL2_MOUSE	F-box/LRR-repeat protein 2 (F-box and leucine-rich repeat protein 2)	Fbxl2	Mus musculus (Mouse)	423	calmodulin binding [GO:0005516]; phosphatidylinositol 3-kinase regulatory subunit binding [GO:0036312]; protein phosphatase binding [GO:0019903]; ubiquitin ligase-substrate adaptor activity [GO:1990756]
WDR3	Q8BHB4	reviewed	WDR3_MOUSE	WD repeat-containing protein 3	Wdr3	Mus musculus (Mouse)	942	snoRNA binding [GO:0030515]
TMEM108	Q8BHE4	reviewed	TM108_MOUSE	Transmembrane protein 108 (Retrolinkin)	Tmem108	Mus musculus (Mouse)	574	
OSCP1	Q8BHW2	reviewed	OSCP1_MOUSE	Protein OSCP1	Oscp1	Mus musculus (Mouse)	379	transmembrane transporter activity [GO:0022857]
CDCA8	Q8BHX3	reviewed	BOREA_MOUSE	Borealin (Cell division cycle-associated protein 8) (MESrg)	Cdca8	Mus musculus (Mouse)	289	
NOC4L	Q8BHY2	reviewed	NOC4L_MOUSE	Nucleolar complex protein 4 homolog (NOC4 protein homolog) (NOC4-like protein) (Nucleolar complex-associated protein 4-like protein)	Noc4l	Mus musculus (Mouse)	516	
SH2D7	Q8BI17	reviewed	SH2D7_MOUSE	SH2 domain-containing protein 7	Sh2d7	Mus musculus (Mouse)	458	
ZNF787	Q8BIF9	reviewed	ZN787_MOUSE	Zinc finger protein 787	Znf787 Zfp787	Mus musculus (Mouse)	381	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]
ZC3H14	Q8BJ05	reviewed	ZC3HE_MOUSE	Zinc finger CCCH domain-containing protein 14	Zc3h14	Mus musculus (Mouse)	735	metal ion binding [GO:0046872]; poly(A) binding [GO:0008143]
THAP3	Q8BJ25	reviewed	THAP3_MOUSE	THAP domain-containing protein 3	Thap3	Mus musculus (Mouse)	218	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
ZNF771	Q8BJ90	reviewed	ZN771_MOUSE	Zinc finger protein 771	Znf771 Zfp771	Mus musculus (Mouse)	317	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
TYW1	Q8BJM7	reviewed	TYW1_MOUSE	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1 (EC 4.1.3.44) (Radical S-adenosyl methionine and flavodoxin domain-containing protein 1) (tRNA wybutosine-synthesizing protein 1 homolog) (tRNA-yW-synthesizing protein)	Tyw1 Rsafd1	Mus musculus (Mouse)	721	4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; tRNA-4-demethylwyosine synthase activity [GO:0102521]
NOL11	Q8BJW5	reviewed	NOL11_MOUSE	Nucleolar protein 11	Nol11	Mus musculus (Mouse)	723	
NOP53	Q8BK35	reviewed	NOP53_MOUSE	Ribosome biogenesis protein NOP53 (Glioma tumor suppressor candidate region gene 2 protein) (PreS1-binding protein)	Nop53 Gltscr2 Pict1	Mus musculus (Mouse)	484	5S rRNA binding [GO:0008097]; identical protein binding [GO:0042802]; p53 binding [GO:0002039]
MRPS27	Q8BK72	reviewed	RT27_MOUSE	Small ribosomal subunit protein mS27 (28S ribosomal protein S27, mitochondrial) (MRP-S27) (S27mt) (Mitochondrial ribosomal protein S27)	Mrps27	Mus musculus (Mouse)	415	mitochondrial ribosome binding [GO:0097177]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]
RNF144B	Q8BKD6	reviewed	R144B_MOUSE	E3 ubiquitin-protein ligase RNF144B (EC 2.3.2.31) (IBR domain-containing protein 2) (RING finger protein 144B)	Rnf144b Ibrdc2	Mus musculus (Mouse)	301	ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
PPP1R1C	Q8BKK4	reviewed	PPR1C_MOUSE	Protein phosphatase 1 regulatory subunit 1C	Ppp1r1c	Mus musculus (Mouse)	108	protein phosphatase inhibitor activity [GO:0004864]
PUM3	Q8BKS9	reviewed	PUM3_MOUSE	Pumilio homolog 3	Pum3 D19Bwg1357e Kiaa0020	Mus musculus (Mouse)	647	DNA binding [GO:0003677]; mRNA binding [GO:0003729]
HES7	Q8BKT2	reviewed	HES7_MOUSE	Transcription factor HES-7 (mHes7) (Hairy and enhancer of split 7) (bHLH factor Hes7)	Hes7	Mus musculus (Mouse)	225	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific double-stranded DNA binding [GO:1990837]
L3MBTL3	Q8BLB7	reviewed	LMBL3_MOUSE	Lethal(3)malignant brain tumor-like protein 3 (L(3)mbt-like protein 3) (MBT-1)	L3mbtl3 Mbt1	Mus musculus (Mouse)	883	chromatin binding [GO:0003682]; histone binding [GO:0042393]; identical protein binding [GO:0042802]; methylation-dependent protein binding [GO:0140034]; zinc ion binding [GO:0008270]
HIRIP3	Q8BLH7	reviewed	HIRP3_MOUSE	HIRA-interacting protein 3	Hirip3	Mus musculus (Mouse)	601	
LHFPL6	Q8BM86	reviewed	LHPL6_MOUSE	LHFPL tetraspan subfamily member 6 protein (Lipoma HMGIC fusion partner)	Lhfpl6 Lhfp	Mus musculus (Mouse)	200	
NOP9	Q8BMC4	reviewed	NOP9_MOUSE	Nucleolar protein 9 (Pumilio domain-containing protein NOP9)	Nop9	Mus musculus (Mouse)	636	RNA binding [GO:0003723]
CEP85	Q8BMK0	reviewed	CEP85_MOUSE	Centrosomal protein of 85 kDa (Cep85) (Coiled-coil domain-containing protein 21)	Cep85 Ccdc21	Mus musculus (Mouse)	761	identical protein binding [GO:0042802]
GPER1	Q8BMP4	reviewed	GPER1_MOUSE	G-protein coupled estrogen receptor 1 (Chemoattractant receptor-like 2) (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30) (Membrane estrogen receptor) (mER)	Gper1 Cmkrl2 Gper Gpr30	Mus musculus (Mouse)	375	chromatin binding [GO:0003682]; estradiol binding [GO:1903924]; G protein-coupled estrogen receptor activity [GO:0038054]; nuclear estrogen receptor activity [GO:0030284]; steroid binding [GO:0005496]; steroid hormone binding [GO:1990239]
KCTD6	Q8BNL5	reviewed	KCTD6_MOUSE	BTB/POZ domain-containing protein KCTD6	Kctd6	Mus musculus (Mouse)	237	ankyrin binding [GO:0030506]; cullin family protein binding [GO:0097602]; identical protein binding [GO:0042802]
PSTK	Q8BP74	reviewed	PSTK_MOUSE	L-seryl-tRNA(Sec) kinase (EC 2.7.1.164) (O-phosphoseryl-tRNA(Sec) kinase)	Pstk	Mus musculus (Mouse)	359	ATP binding [GO:0005524]; kinase activity [GO:0016301]; L-seryl-tRNA(Sec) kinase activity [GO:0043915]; tRNA binding [GO:0000049]
MOB1B	Q8BPB0	reviewed	MOB1B_MOUSE	MOB kinase activator 1B (Mob1 homolog 1A) (Mps one binder kinase activator-like 1A)	Mob1b Mobkl1a	Mus musculus (Mouse)	216	kinase activator activity [GO:0019209]; kinase binding [GO:0019900]; metal ion binding [GO:0046872]; protein kinase activator activity [GO:0030295]
MED12L	Q8BQM9	reviewed	MD12L_MOUSE	Mediator of RNA polymerase II transcription subunit 12-like protein (Mediator complex subunit 12-like protein)	Med12l Kiaa3007	Mus musculus (Mouse)	2157	beta-catenin binding [GO:0008013]; transcription coactivator activity [GO:0003713]
ZNF146	Q8BQN6	reviewed	OZF_MOUSE	Zinc finger protein OZF (Only zinc finger protein) (Zinc finger protein 146)	Znf146 Ozf Zfp146	Mus musculus (Mouse)	292	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
FAM102B	Q8BQS4	reviewed	EEIG2_MOUSE	EEIG family member 2 (EEIG2)	Eeig2 Fam102b	Mus musculus (Mouse)	339	
GORAB	Q8BRM2	reviewed	GORAB_MOUSE	RAB6-interacting golgin (N-terminal kinase-like-binding protein 1) (NTKL-BP1) (NTKL-binding protein 1) (mNTKL-BP1) (SCY1-like 1-binding protein 1) (SCYL1-BP1) (SCYL1-binding protein 1)	Gorab Ntklbp1 Scyl1bp1	Mus musculus (Mouse)	368	
PELI2	Q8BST6	reviewed	PELI2_MOUSE	E3 ubiquitin-protein ligase pellino homolog 2 (Pellino-2) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase pellino homolog 2)	Peli2	Mus musculus (Mouse)	419	protein-macromolecule adaptor activity [GO:0030674]; ubiquitin protein ligase activity [GO:0061630]
PIK3CB	Q8BTI9	reviewed	PK3CB_MOUSE	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta) (PtdIns-3-kinase subunit p110-beta) (p110beta) (Serine/threonine protein kinase PIK3CB) (EC 2.7.11.1)	Pik3cb	Mus musculus (Mouse)	1064	1-phosphatidylinositol-3-kinase activity [GO:0016303]; 1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity [GO:0046934]; 1-phosphatidylinositol-4-phosphate 3-kinase activity [GO:0035005]; ATP binding [GO:0005524]; insulin receptor substrate binding [GO:0043560]; kinase activity [GO:0016301]; protein serine kinase activity [GO:0106310]
PWP2	Q8BU03	reviewed	PWP2_MOUSE	Periodic tryptophan protein 2 homolog	Pwp2 Pwp2h	Mus musculus (Mouse)	919	
TOX4	Q8BU11	reviewed	TOX4_MOUSE	TOX high mobility group box family member 4 (Epidermal Langerhans cell protein LCP1)	Tox4	Mus musculus (Mouse)	619	chromatin DNA binding [GO:0031490]
PPM1E	Q8BU27	reviewed	PPM1M_MOUSE	Protein phosphatase 1M (EC 3.1.3.16) (Protein phosphatase 2C isoform eta) (PP2C-eta) (PP2CE)	Ppm1m Ppm1e	Mus musculus (Mouse)	462	[pyruvate dehydrogenase (acetyl-transferring)]-phosphatase activity [GO:0004741]; manganese ion binding [GO:0030145]; myosin phosphatase activity [GO:0017018]; phosphoprotein phosphatase activity [GO:0004721]
CAPS2	Q8BUG5	reviewed	CAYP2_MOUSE	Calcyphosin-2 (Calcyphosine-2)	Caps2	Mus musculus (Mouse)	550	calcium ion binding [GO:0005509]
LRWD1	Q8BUI3	reviewed	LRWD1_MOUSE	Leucine-rich repeat and WD repeat-containing protein 1 (ORC-associated protein) (ORCA) (Origin recognition complex-associated protein)	LRWD1 Orca	Mus musculus (Mouse)	648	chromatin binding [GO:0003682]; methyl-CpG binding [GO:0008327]; methylated histone binding [GO:0035064]
PYHIN1	Q8BV49	reviewed	IFIX_MOUSE	Pyrin and HIN domain-containing protein 1 (Interferon-inducible protein 209) (Ifi-209) (Interferon-inducible protein X) (Interferon-inducible protein p209)	Pyhin1 Ifi209 Ifix	Mus musculus (Mouse)	420	double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]
TPCN2	Q8BWC0	reviewed	TPC2_MOUSE	Two pore channel protein 2 (Two pore calcium channel protein 2) (Voltage-dependent calcium channel protein TPC2)	Tpcn2 Tpc2	Mus musculus (Mouse)	731	calcium channel activity [GO:0005262]; identical protein binding [GO:0042802]; intracellular phosphatidylinositol-3,5-bisphosphate-sensitive monatomic cation channel activity [GO:0097682]; ligand-gated sodium channel activity [GO:0015280]; NAADP-sensitive calcium-release channel activity [GO:0072345]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; protein kinase binding [GO:0019901]; voltage-gated calcium channel activity [GO:0005245]
GPRIN3	Q8BWS5	reviewed	GRIN3_MOUSE	G protein-regulated inducer of neurite outgrowth 3 (GRIN3)	Gprin3 Kiaa2027	Mus musculus (Mouse)	763	
RBBP5	Q8BX09	reviewed	RBBP5_MOUSE	Retinoblastoma-binding protein 5 (RBBP-5)	Rbbp5	Mus musculus (Mouse)	538	histone binding [GO:0042393]; transcription cis-regulatory region binding [GO:0000976]
PELI3	Q8BXR6	reviewed	PELI3_MOUSE	E3 ubiquitin-protein ligase pellino homolog 3 (Pellino-3) (EC 2.3.2.27)	Peli3	Mus musculus (Mouse)	445	ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]
