From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
DCLRE1A	Q6PJP8	reviewed	DCR1A_HUMAN	DNA cross-link repair 1A protein (Beta-lactamase DCLRE1A) (EC 3.5.2.6) (SNM1 homolog A) (hSNM1) (hSNM1A)	DCLRE1A KIAA0086 SNM1 SNM1A	Homo sapiens (Human)	1040	5'-3' DNA exonuclease activity [GO:0035312]; beta-lactamase activity [GO:0008800]; damaged DNA binding [GO:0003684]; metal ion binding [GO:0046872]
ZNF773	Q6PK81	reviewed	ZN773_HUMAN	Zinc finger protein 773 (Zinc finger protein 419B)	ZNF773 ZNF419B	Homo sapiens (Human)	442	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
GASK1B	Q6UWH4	reviewed	GAK1B_HUMAN	Golgi-associated kinase 1B (Expressed in nerve and epithelium during development) (Protein FAM198B)	GASK1B C4orf18 ENED FAM198B AD021 UNQ2512/PRO6001	Homo sapiens (Human)	519	
B3GNT9	Q6UX72	reviewed	B3GN9_HUMAN	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 (BGnT-9) (Beta-1,3-Gn-T9) (Beta-1,3-N-acetylglucosaminyltransferase 9) (Beta3Gn-T9) (EC 2.4.1.-)	B3GNT9 UNQ1922/PRO4397	Homo sapiens (Human)	402	hexosyltransferase activity [GO:0016758]; UDP-glycosyltransferase activity [GO:0008194]
BEND4	Q6ZU67	reviewed	BEND4_HUMAN	BEN domain-containing protein 4 (Coiled-coil domain-containing protein 4)	BEND4 CCDC4	Homo sapiens (Human)	534	DNA binding [GO:0003677]
FAM205A	Q6ZU69	reviewed	S31F1_HUMAN	Protein SPATA31F1 (Protein FAM205A)	SPATA31F1 C9orf144B FAM205A	Homo sapiens (Human)	1335	
STOX1	Q6ZVD7	reviewed	STOX1_HUMAN	Storkhead-box protein 1 (Winged-helix domain-containing protein)	STOX1 C10orf24	Homo sapiens (Human)	989	DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
USP51	Q70EK9	reviewed	UBP51_HUMAN	Ubiquitin carboxyl-terminal hydrolase 51 (EC 3.4.19.12) (Deubiquitinating enzyme 51) (Ubiquitin thioesterase 51) (Ubiquitin-specific-processing protease 51)	USP51	Homo sapiens (Human)	711	chromatin binding [GO:0003682]; cysteine-type deubiquitinase activity [GO:0004843]; histone binding [GO:0042393]; histone H2A deubiquitinase activity [GO:0140950]; zinc ion binding [GO:0008270]
LARP4	Q71RC2	reviewed	LARP4_HUMAN	La-related protein 4 (La ribonucleoprotein domain family member 4)	LARP4 PP13296	Homo sapiens (Human)	724	mRNA 3'-UTR binding [GO:0003730]; poly(A) binding [GO:0008143]; RNA binding [GO:0003723]
HECW1	Q76N89	reviewed	HECW1_HUMAN	E3 ubiquitin-protein ligase HECW1 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECW1) (NEDD4-like E3 ubiquitin-protein ligase 1) (hNEDL1)	HECW1 KIAA0322 NEDL1	Homo sapiens (Human)	1606	ubiquitin protein ligase activity [GO:0061630]
DDX46	Q7L014	reviewed	DDX46_HUMAN	Probable ATP-dependent RNA helicase DDX46 (EC 3.6.4.13) (DEAD box protein 46) (PRP5 homolog)	DDX46 KIAA0801	Homo sapiens (Human)	1031	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
PARS2	Q7L3T8	reviewed	SYPM_HUMAN	Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS) (Prolyl-tRNA synthetase 2, mitochondrial)	PARS2	Homo sapiens (Human)	475	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; proline-tRNA ligase activity [GO:0004827]
RSRC2	Q7L4I2	reviewed	RSRC2_HUMAN	Arginine/serine-rich coiled-coil protein 2	RSRC2	Homo sapiens (Human)	434	RNA binding [GO:0003723]
ATOSB	Q7L5A3	reviewed	ATOSB_HUMAN	Atos homolog protein B	ATOSB FAM214B KIAA1539	Homo sapiens (Human)	538	
MON2	Q7Z3U7	reviewed	MON2_HUMAN	Protein MON2 homolog (Protein SF21)	MON2 KIAA1040 SF21	Homo sapiens (Human)	1717	
GRINA	Q7Z429	reviewed	LFG1_HUMAN	Protein lifeguard 1 (Glutamate [NMDA] receptor-associated protein 1) (NMDA receptor glutamate-binding subunit) (Putative MAPK-activating protein PM02) (Transmembrane BAX inhibitor motif-containing protein 3)	GRINA LFG1 NMDARA1 TMBIM3	Homo sapiens (Human)	371	transmembrane transporter binding [GO:0044325]
AKNA	Q7Z591	reviewed	AKNA_HUMAN	Microtubule organization protein AKNA (AT-hook-containing transcription factor)	AKNA KIAA1968	Homo sapiens (Human)	1439	DNA binding [GO:0003677]
RPAIN	Q86UA6	reviewed	RIP_HUMAN	RPA-interacting protein (hRIP)	RPAIN RIP	Homo sapiens (Human)	219	metal ion binding [GO:0046872]
ZFHX4	Q86UP3	reviewed	ZFHX4_HUMAN	Zinc finger homeobox protein 4 (Zinc finger homeodomain protein 4) (ZFH-4)	ZFHX4	Homo sapiens (Human)	3567	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]
BCL9L	Q86UU0	reviewed	BCL9L_HUMAN	B-cell CLL/lymphoma 9-like protein (B-cell lymphoma 9-like protein) (BCL9-like protein) (Protein BCL9-2)	BCL9L DLNB11	Homo sapiens (Human)	1499	beta-catenin binding [GO:0008013]; transcription coactivator activity [GO:0003713]
SGMS1	Q86VZ5	reviewed	SMS1_HUMAN	Phosphatidylcholine:ceramide cholinephosphotransferase 1 (EC 2.7.8.27) (Medulla oblongata-derived protein) (Protein Mob) (Sphingomyelin synthase 1) (Transmembrane protein 23)	SGMS1 MOB SMS1 TMEM23	Homo sapiens (Human)	413	ceramide cholinephosphotransferase activity [GO:0047493]; ceramide phosphoethanolamine synthase activity [GO:0002950]; kinase activity [GO:0016301]; sphingomyelin synthase activity [GO:0033188]
JAZF1	Q86VZ6	reviewed	JAZF1_HUMAN	Juxtaposed with another zinc finger protein 1 (TAK1-interacting protein 27) (Zinc finger protein 802)	JAZF1 TIP27 ZNF802	Homo sapiens (Human)	243	metal ion binding [GO:0046872]; transcription corepressor activity [GO:0003714]
ERICH1	Q86X53	reviewed	ERIC1_HUMAN	Glutamate-rich protein 1	ERICH1 HSPC319	Homo sapiens (Human)	443	
ZNF575	Q86XF7	reviewed	ZN575_HUMAN	Zinc finger protein 575	ZNF575	Homo sapiens (Human)	245	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
TIAM2	Q8IVF5	reviewed	TIAM2_HUMAN	Rho guanine nucleotide exchange factor TIAM2 (SIF and TIAM1-like exchange factor) (T-lymphoma invasion and metastasis-inducing protein 2) (TIAM-2)	TIAM2 KIAA2016 STEF	Homo sapiens (Human)	1701	GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]
RPAP2	Q8IXW5	reviewed	RPAP2_HUMAN	Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 (EC 3.1.3.16) (RNA polymerase II-associated protein 2)	RPAP2 C1orf82	Homo sapiens (Human)	612	metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; protein serine/threonine phosphatase activity [GO:0004722]; RNA polymerase core enzyme binding [GO:0043175]; RNA polymerase II CTD heptapeptide repeat phosphatase activity [GO:0008420]
KBTBD2	Q8IY47	reviewed	KBTB2_HUMAN	Kelch repeat and BTB domain-containing protein 2 (BTB and kelch domain-containing protein 1)	KBTBD2 BKLHD1 KIAA1489 CGI-73	Homo sapiens (Human)	623	
SAMD14	Q8IZD0	reviewed	SAM14_HUMAN	Sterile alpha motif domain-containing protein 14 (SAM domain-containing protein 14)	SAMD14	Homo sapiens (Human)	417	actin filament binding [GO:0051015]
PELP1	Q8IZL8	reviewed	PELP1_HUMAN	Proline-, glutamic acid- and leucine-rich protein 1 (Modulator of non-genomic activity of estrogen receptor) (Transcription factor HMX3)	PELP1 HMX3 MNAR	Homo sapiens (Human)	1130	chromatin binding [GO:0003682]; RNA binding [GO:0003723]; SUMO binding [GO:0032183]
CARF	Q8N187	reviewed	CARTF_HUMAN	Calcium-responsive transcription factor (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8 protein) (Calcium-response factor) (CaRF) (Testis development protein NYD-SP24)	CARF ALS2CR8	Homo sapiens (Human)	725	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
LRRC47	Q8N1G4	reviewed	LRC47_HUMAN	Leucine-rich repeat-containing protein 47	LRRC47 KIAA1185	Homo sapiens (Human)	583	phenylalanine-tRNA ligase activity [GO:0004826]; RNA binding [GO:0003723]
EIF4E3	Q8N5X7	reviewed	IF4E3_HUMAN	Eukaryotic translation initiation factor 4E type 3 (eIF-4E type 3) (eIF-4E3) (eIF4E type 3) (eIF4E-3)	EIF4E3	Homo sapiens (Human)	224	RNA 7-methylguanosine cap binding [GO:0000340]; translation initiation factor activity [GO:0003743]
PAF1	Q8N7H5	reviewed	PAF1_HUMAN	RNA polymerase II-associated factor 1 homolog (hPAF1) (Pancreatic differentiation protein 2)	PAF1 PD2	Homo sapiens (Human)	531	chromatin binding [GO:0003682]; RNA polymerase II complex binding [GO:0000993]
BEND7	Q8N7W2	reviewed	BEND7_HUMAN	BEN domain-containing protein 7	BEND7 C10orf30	Homo sapiens (Human)	519	DNA binding [GO:0003677]
SREK1IP1	Q8N9Q2	reviewed	SR1IP_HUMAN	Protein SREK1IP1 (SFRS12-interacting protein 1) (SREK1-interacting protein 1) (Splicing regulatory protein of 18 kDa) (p18SRP)	SREK1IP1 P18SRP SFRS12IP1	Homo sapiens (Human)	155	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
SYT8	Q8NBV8	reviewed	SYT8_HUMAN	Synaptotagmin-8 (Synaptotagmin VIII) (SytVIII)	SYT8	Homo sapiens (Human)	387	calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; clathrin binding [GO:0030276]; phosphatidylserine binding [GO:0001786]; syntaxin binding [GO:0019905]
ZNF280C	Q8ND82	reviewed	Z280C_HUMAN	Zinc finger protein 280C (Suppressor of hairy wing homolog 3) (Zinc finger protein 633)	ZNF280C SUHW3 ZNF633	Homo sapiens (Human)	737	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
SIMC1	Q8NDZ2	reviewed	SIMC1_HUMAN	SUMO-interacting motif-containing protein 1 (Platform element for inhibition of autolytic degradation)	SIMC1 C5orf25 PLEIAD	Homo sapiens (Human)	872	peptidase inhibitor activity [GO:0030414]; SUMO polymer binding [GO:0032184]
RGS22	Q8NE09	reviewed	RGS22_HUMAN	Regulator of G-protein signaling 22 (RGS22)	RGS22	Homo sapiens (Human)	1264	G-protein alpha-subunit binding [GO:0001965]
SUPT20H	Q8NEM7	reviewed	SP20H_HUMAN	Transcription factor SPT20 homolog (p38-interacting protein) (p38IP)	SUPT20H C13orf19 FAM48A FP757	Homo sapiens (Human)	779	transcription coregulator activity [GO:0003712]
PDZD8	Q8NEN9	reviewed	PDZD8_HUMAN	PDZ domain-containing protein 8 (Sarcoma antigen NY-SAR-84/NY-SAR-104)	PDZD8 PDZK8	Homo sapiens (Human)	1154	lipid binding [GO:0008289]; metal ion binding [GO:0046872]
MYRIP	Q8NFW9	reviewed	MYRIP_HUMAN	Rab effector MyRIP (Exophilin-8) (Myosin-VIIa- and Rab-interacting protein) (Synaptotagmin-like protein lacking C2 domains C) (SlaC2-c) (Slp homolog lacking C2 domains c)	MYRIP SLAC2C	Homo sapiens (Human)	859	actin binding [GO:0003779]; myosin binding [GO:0017022]; protein kinase A binding [GO:0051018]; small GTPase binding [GO:0031267]; zinc ion binding [GO:0008270]
ZNRF2	Q8NHG8	reviewed	ZNRF2_HUMAN	E3 ubiquitin-protein ligase ZNRF2 (EC 2.3.2.27) (Protein Ells2) (RING finger protein 202) (RING-type E3 ubiquitin transferase ZNRF2) (Zinc/RING finger protein 2)	ZNRF2 RNF202	Homo sapiens (Human)	242	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]
CLHC1	Q8NHS4	reviewed	CLHC1_HUMAN	Clathrin heavy chain linker domain-containing protein 1	CLHC1 C2orf63	Homo sapiens (Human)	586	
RBM46	Q8TBY0	reviewed	RBM46_HUMAN	Probable RNA-binding protein 46 (Cancer/testis antigen 68) (CT68) (RNA-binding motif protein 46)	RBM46	Homo sapiens (Human)	533	mRNA binding [GO:0003729]
DQX1	Q8TE96	reviewed	DQX1_HUMAN	ATP-dependent RNA helicase DQX1 (EC 3.6.4.12) (DEAQ box polypeptide 1)	DQX1	Homo sapiens (Human)	717	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; helicase activity [GO:0004386]; RNA binding [GO:0003723]
TBCK	Q8TEA7	reviewed	TBCK_HUMAN	TBC domain-containing protein kinase-like protein	TBCK TBCKL HSPC302	Homo sapiens (Human)	893	ATP binding [GO:0005524]; GTPase activator activity [GO:0005096]; protein kinase activity [GO:0004672]
CEMIP	Q8WUJ3	reviewed	CEMIP_HUMAN	Cell migration-inducing and hyaluronan-binding protein (EC 3.2.1.35) (Hyaluronan binding protein involved in hyaluronan depolymerization)	CEMIP HYBID KIAA1199	Homo sapiens (Human)	1361	carbohydrate binding [GO:0030246]; clathrin heavy chain binding [GO:0032050]; ER retention sequence binding [GO:0046923]; hyaluronic acid binding [GO:0005540]; hyalurononglucosaminidase activity [GO:0004415]
FBLIM1	Q8WUP2	reviewed	FBLI1_HUMAN	Filamin-binding LIM protein 1 (FBLP-1) (Migfilin) (Mitogen-inducible 2-interacting protein) (MIG2-interacting protein)	FBLIM1 FBLP1	Homo sapiens (Human)	373	filamin binding [GO:0031005]; metal ion binding [GO:0046872]
HEXD	Q8WVB3	reviewed	HEXD_HUMAN	Hexosaminidase D (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase D) (Hexosaminidase domain-containing protein) (N-acetyl-beta-galactosaminidase)	HEXD HEXDC	Homo sapiens (Human)	486	beta-N-acetylhexosaminidase activity [GO:0004563]; hexosaminidase activity [GO:0015929]; N-acetyl-beta-D-galactosaminidase activity [GO:0102148]
LEO1	Q8WVC0	reviewed	LEO1_HUMAN	RNA polymerase-associated protein LEO1 (Replicative senescence down-regulated leo1-like protein)	LEO1 RDL	Homo sapiens (Human)	666	RNA polymerase II C-terminal domain phosphoserine binding [GO:1990269]
PSPC1	Q8WXF1	reviewed	PSPC1_HUMAN	Paraspeckle component 1 (Paraspeckle protein 1)	PSPC1 PSP1	Homo sapiens (Human)	523	RNA binding [GO:0003723]
RSAD2	Q8WXG1	reviewed	RSAD2_HUMAN	S-adenosylmethionine-dependent nucleotide dehydratase RSAD2 (SAND) (EC 4.2.-.-) (Cytomegalovirus-induced gene 5 protein) (Radical S-adenosyl methionine domain-containing protein 2) (Virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible) (Viperin)	RSAD2 CIG5	Homo sapiens (Human)	361	4 iron, 4 sulfur cluster binding [GO:0051539]; lyase activity [GO:0016829]; metal ion binding [GO:0046872]; protein self-association [GO:0043621]
TMEM37	Q8WXS4	reviewed	CCGL_HUMAN	Voltage-dependent calcium channel gamma-like subunit (Neuronal voltage-gated calcium channel gamma-like subunit) (Transmembrane protein 37)	TMEM37 PR	Homo sapiens (Human)	190	calcium channel activity [GO:0005262]; voltage-gated monoatomic ion channel activity [GO:0005244]
CACNG6	Q8WXS5	reviewed	CCG8_HUMAN	Voltage-dependent calcium channel gamma-8 subunit (Neuronal voltage-gated calcium channel gamma-8 subunit) (Transmembrane AMPAR regulatory protein gamma-8) (TARP gamma-8)	CACNG8 CACNG6	Homo sapiens (Human)	425	calcium channel regulator activity [GO:0005246]; channel regulator activity [GO:0016247]; voltage-gated calcium channel activity [GO:0005245]
CNTNAP5	Q8WYK1	reviewed	CNTP5_HUMAN	Contactin-associated protein-like 5 (Cell recognition molecule Caspr5)	CNTNAP5 CASPR5	Homo sapiens (Human)	1306	
IP6K1	Q92551	reviewed	IP6K1_HUMAN	Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (Inositol hexaphosphate kinase 1)	IP6K1 IHPK1 KIAA0263	Homo sapiens (Human)	441	ATP binding [GO:0005524]; inositol 5-diphosphate pentakisphosphate 5-kinase activity [GO:0052836]; inositol diphosphate tetrakisphosphate kinase activity [GO:0052839]; inositol heptakisphosphate kinase activity [GO:0000829]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol hexakisphosphate kinase activity [GO:0000828]; inositol-1,3,4,5,6-pentakisphosphate kinase activity [GO:0000827]
NECTIN2	Q92692	reviewed	NECT2_HUMAN	Nectin-2 (Herpes virus entry mediator B) (Herpesvirus entry mediator B) (HveB) (Nectin cell adhesion molecule 2) (Poliovirus receptor-related protein 2) (CD antigen CD112)	NECTIN2 HVEB PRR2 PVRL2	Homo sapiens (Human)	538	cell adhesion molecule binding [GO:0050839]; coreceptor activity [GO:0015026]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; virus receptor activity [GO:0001618]
TAF4B	Q92750	reviewed	TAF4B_HUMAN	Transcription initiation factor TFIID subunit 4B (Transcription initiation factor TFIID 105 kDa subunit) (TAF(II)105) (TAFII-105) (TAFII105)	TAF4B TAF2C2 TAFII105	Homo sapiens (Human)	862	DNA binding [GO:0003677]; NF-kappaB binding [GO:0051059]; protein heterodimerization activity [GO:0046982]; RNA polymerase II general transcription initiation factor activity [GO:0016251]
RREB1	Q92766	reviewed	RREB1_HUMAN	Ras-responsive element-binding protein 1 (RREB-1) (Finger protein in nuclear bodies) (Raf-responsive zinc finger protein LZ321) (Zinc finger motif enhancer-binding protein 1) (Zep-1)	RREB1 FINB	Homo sapiens (Human)	1687	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
KAT6A	Q92794	reviewed	KAT6A_HUMAN	Histone acetyltransferase KAT6A (EC 2.3.1.48) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 3) (MYST-3) (Monocytic leukemia zinc finger protein) (Runt-related transcription factor-binding protein 2) (Zinc finger protein 220)	KAT6A MOZ MYST3 RUNXBP2 ZNF220	Homo sapiens (Human)	2004	acetyltransferase activity [GO:0016407]; DNA binding [GO:0003677]; DNA-binding transcription factor binding [GO:0140297]; histone acetyltransferase activity [GO:0004402]; histone H3K14 acetyltransferase activity [GO:0036408]; histone H4K12 acetyltransferase activity [GO:0043997]; histone H4K16 acetyltransferase activity [GO:0046972]; histone H4K5 acetyltransferase activity [GO:0043995]; histone H4K8 acetyltransferase activity [GO:0043996]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; zinc ion binding [GO:0008270]
FGF14	Q92915	reviewed	FGF14_HUMAN	Fibroblast growth factor 14 (FGF-14) (Fibroblast growth factor homologous factor 4) (FHF-4)	FGF14 FHF4	Homo sapiens (Human)	247	growth factor activity [GO:0008083]; heparin binding [GO:0008201]; sodium channel regulator activity [GO:0017080]
NKD1	Q969G9	reviewed	NKD1_HUMAN	Protein naked cuticle homolog 1 (Naked-1) (hNkd) (hNkd1)	NKD1 NKD PP7246	Homo sapiens (Human)	470	calcium ion binding [GO:0005509]; PDZ domain binding [GO:0030165]
UTP4	Q969X6	reviewed	UTP4_HUMAN	U3 small nucleolar RNA-associated protein 4 homolog (Cirhin) (UTP4 small subunit processome component)	UTP4 CIRH1A cPERP-E KIAA1988	Homo sapiens (Human)	686	RNA binding [GO:0003723]
RERG	Q96A58	reviewed	RERG_HUMAN	Ras-related and estrogen-regulated growth inhibitor (EC 3.6.5.2)	RERG	Homo sapiens (Human)	199	G protein activity [GO:0003925]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; nuclear estrogen receptor binding [GO:0030331]
TMEM143	Q96AN5	reviewed	TM143_HUMAN	Transmembrane protein 143	TMEM143 UNQ5922/PRO19813	Homo sapiens (Human)	459	
EXOSC8	Q96B26	reviewed	EXOS8_HUMAN	Exosome complex component RRP43 (Exosome component 8) (Opa-interacting protein 2) (OIP-2) (Ribosomal RNA-processing protein 43) (p9)	EXOSC8 OIP2 RRP43	Homo sapiens (Human)	276	identical protein binding [GO:0042802]; mRNA 3'-UTR AU-rich region binding [GO:0035925]
LENG9	Q96B70	reviewed	LENG9_HUMAN	Leukocyte receptor cluster member 9	LENG9	Homo sapiens (Human)	501	metal ion binding [GO:0046872]
CHCHD1	Q96BP2	reviewed	CHCH1_HUMAN	Small ribosomal subunit protein mS37 (28S ribosomal protein S37, mitochondrial) (MRP-S37) (Coiled-coil-helix-coiled-coil-helix domain-containing protein 1) (Nuclear protein C2360)	CHCHD1 C10orf34 MRPS37	Homo sapiens (Human)	118	RNA binding [GO:0003723]
CCDC127	Q96BQ5	reviewed	CC127_HUMAN	Coiled-coil domain-containing protein 127	CCDC127	Homo sapiens (Human)	260	
C12orf43	Q96C57	reviewed	CSTOS_HUMAN	Protein CUSTOS	CUSTOS C12orf43	Homo sapiens (Human)	262	
ZNF689	Q96CS4	reviewed	ZN689_HUMAN	Zinc finger protein 689	ZNF689	Homo sapiens (Human)	500	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
SIRT1	Q96EB6	reviewed	SIR1_HUMAN	NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)]	SIRT1 SIR2L1	Homo sapiens (Human)	747	bHLH transcription factor binding [GO:0043425]; deacetylase activity [GO:0019213]; DNA-binding transcription factor binding [GO:0140297]; enzyme binding [GO:0019899]; histone binding [GO:0042393]; histone deacetylase activity [GO:0004407]; histone H3K deacetylase activity [GO:0141050]; histone H4K12 deacetylase activity [GO:0140937]; HLH domain binding [GO:0043398]; identical protein binding [GO:0042802]; keratin filament binding [GO:1990254]; lysine-acetylated histone binding [GO:0070577]; metal ion binding [GO:0046872]; mitogen-activated protein kinase binding [GO:0051019]; NAD+ binding [GO:0070403]; NAD-dependent histone deacetylase activity [GO:0017136]; NAD-dependent histone decrotonylase activity [GO:0160012]; NAD-dependent histone H3K14 deacetylase activity [GO:0032041]; NAD-dependent histone H3K9 deacetylase activity [GO:0046969]; NAD-dependent histone H4K16 deacetylase activity [GO:0046970]; NAD-dependent protein deacetylase activity [GO:0034979]; nuclear receptor binding [GO:0016922]; p53 binding [GO:0002039]; promoter-specific chromatin binding [GO:1990841]; protein lysine deacetylase activity [GO:0033558]; protein-propionyllysine depropionylase activity [GO:0106231]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]
PHF21B	Q96EK2	reviewed	PF21B_HUMAN	PHD finger protein 21B	PHF21B KIAA1661	Homo sapiens (Human)	531	metal ion binding [GO:0046872]
LRRC46	Q96FV0	reviewed	LRC46_HUMAN	Leucine-rich repeat-containing protein 46	LRRC46	Homo sapiens (Human)	321	
CFAP36	Q96G28	reviewed	CFA36_HUMAN	Cilia- and flagella-associated protein 36 (Coiled-coil domain-containing protein 104)	CFAP36 CCDC104 UNQ163/PRO189	Homo sapiens (Human)	342	
OTUD5	Q96G74	reviewed	OTUD5_HUMAN	OTU domain-containing protein 5 (EC 3.4.19.12) (Deubiquitinating enzyme A) (DUBA)	OTUD5	Homo sapiens (Human)	571	cysteine-type deubiquitinase activity [GO:0004843]; deubiquitinase activity [GO:0101005]; K48-linked deubiquitinase activity [GO:1990380]; K63-linked deubiquitinase activity [GO:0061578]
CCDC34	Q96HJ3	reviewed	CCD34_HUMAN	Coiled-coil domain-containing protein 34 (Renal carcinoma antigen NY-REN-41)	CCDC34 RAMA3 L15	Homo sapiens (Human)	373	
ZNF419	Q96HQ0	reviewed	ZN419_HUMAN	Zinc finger protein 419	ZNF419 ZNF419A	Homo sapiens (Human)	510	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
ST6GAL2	Q96JF0	reviewed	SIAT2_HUMAN	Beta-galactoside alpha-2,6-sialyltransferase 2 (Alpha 2,6-ST 2) (EC 2.4.3.1) (CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 2) (ST6Gal II) (ST6GalII) (hST6Gal II) (Sialyltransferase 2)	ST6GAL2 KIAA1877 SIAT2	Homo sapiens (Human)	529	beta-galactoside alpha-2,6-sialyltransferase activity [GO:0003835]
ZSWIM3	Q96MP5	reviewed	ZSWM3_HUMAN	Zinc finger SWIM domain-containing protein 3	ZSWIM3 C20orf164	Homo sapiens (Human)	696	zinc ion binding [GO:0008270]
ZNF75A	Q96N20	reviewed	ZN75A_HUMAN	Zinc finger protein 75A	ZNF75A	Homo sapiens (Human)	296	DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific double-stranded DNA binding [GO:1990837]
MUS81	Q96NY9	reviewed	MUS81_HUMAN	Crossover junction endonuclease MUS81 (EC 3.1.22.-)	MUS81	Homo sapiens (Human)	551	3'-flap endonuclease activity [GO:0048257]; crossover junction DNA endonuclease activity [GO:0008821]; DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]
TRERF1	Q96PN7	reviewed	TREF1_HUMAN	Transcriptional-regulating factor 1 (Breast cancer anti-estrogen resistance 2) (Transcriptional-regulating protein 132) (Zinc finger protein rapa) (Zinc finger transcription factor TReP-132)	TRERF1 BCAR2 RAPA TREP132	Homo sapiens (Human)	1200	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; nuclear progesterone receptor binding [GO:0033142]; nuclear receptor coactivator activity [GO:0030374]; transcription coactivator activity [GO:0003713]; transcription coactivator binding [GO:0001223]; transcription corepressor activity [GO:0003714]
FAM111A	Q96PZ2	reviewed	F111A_HUMAN	Serine protease FAM111A (EC 3.4.21.-)	FAM111A KIAA1895	Homo sapiens (Human)	611	peptidase activity [GO:0008233]; single-stranded DNA binding [GO:0003697]
ASB2	Q96Q27	reviewed	ASB2_HUMAN	Ankyrin repeat and SOCS box protein 2 (ASB-2)	ASB2	Homo sapiens (Human)	635	cullin family protein binding [GO:0097602]
