From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
GPATCH4	Q5T3I0	reviewed	GPTC4_HUMAN	G patch domain-containing protein 4	GPATCH4 GPATC4	Homo sapiens (Human)	446	RNA binding [GO:0003723]
RBM20	Q5T481	reviewed	RBM20_HUMAN	RNA-binding protein 20 (RNA-binding motif protein 20)	RBM20	Homo sapiens (Human)	1227	mRNA binding [GO:0003729]; pre-mRNA intronic binding [GO:0097157]; RNA binding [GO:0003723]; splicing factor binding [GO:1990935]; zinc ion binding [GO:0008270]
CERCAM	Q5T4B2	reviewed	GT253_HUMAN	Inactive glycosyltransferase 25 family member 3 (Cerebral endothelial cell adhesion molecule)	CERCAM CEECAM1 GLT25D3 KIAA1502	Homo sapiens (Human)	595	identical protein binding [GO:0042802]
GORAB	Q5T7V8	reviewed	GORAB_HUMAN	RAB6-interacting golgin (N-terminal kinase-like-binding protein 1) (NTKL-BP1) (NTKL-binding protein 1) (hNTKL-BP1) (SCY1-like 1-binding protein 1) (SCYL1-BP1) (SCYL1-binding protein 1)	GORAB NTKLBP1 SCYL1BP1	Homo sapiens (Human)	369	
FAM102B	Q5T8I3	reviewed	EEIG2_HUMAN	EEIG family member 2 (EEIG2)	EEIG2 FAM102B	Homo sapiens (Human)	360	
UTP14C	Q5TAP6	reviewed	UT14C_HUMAN	U3 small nucleolar RNA-associated protein 14 homolog C	UTP14C KIAA0266	Homo sapiens (Human)	766	
TUT4	Q5TAX3	reviewed	TUT4_HUMAN	Terminal uridylyltransferase 4 (TUTase 4) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 11)	TUT4 KIAA0191 ZCCHC11	Homo sapiens (Human)	1644	miRNA binding [GO:0035198]; RNA binding [GO:0003723]; RNA uridylyltransferase activity [GO:0050265]; zinc ion binding [GO:0008270]
SYDE2	Q5VT97	reviewed	SYDE2_HUMAN	Rho GTPase-activating protein SYDE2 (Synapse defective protein 1 homolog 2) (Protein syd-1 homolog 2)	SYDE2	Homo sapiens (Human)	1194	GTPase activator activity [GO:0005096]
ZNF691	Q5VV52	reviewed	ZN691_HUMAN	Zinc finger protein 691	ZNF691	Homo sapiens (Human)	315	DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
MYSM1	Q5VVJ2	reviewed	MYSM1_HUMAN	Deubiquitinase MYSM1 (2A-DUB) (EC 3.4.19.-) (Myb-like, SWIRM and MPN domain-containing protein 1)	MYSM1 KIAA1915	Homo sapiens (Human)	828	DNA binding [GO:0003677]; histone binding [GO:0042393]; histone H2A deubiquitinase activity [GO:0140950]; metal ion binding [GO:0046872]; metal-dependent deubiquitinase activity [GO:0140492]; transcription coactivator activity [GO:0003713]
SNX30	Q5VWJ9	reviewed	SNX30_HUMAN	Sorting nexin-30	SNX30	Homo sapiens (Human)	437	phosphatidylinositol binding [GO:0035091]
IER5	Q5VY09	reviewed	IER5_HUMAN	Immediate early response gene 5 protein	IER5 PP4583 SBBI48	Homo sapiens (Human)	327	identical protein binding [GO:0042802]
ZMYM4	Q5VZL5	reviewed	ZMYM4_HUMAN	Zinc finger MYM-type protein 4 (Zinc finger protein 262)	ZMYM4 KIAA0425 ZNF262	Homo sapiens (Human)	1548	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
PLPP4	Q5VZY2	reviewed	PLPP4_HUMAN	Phospholipid phosphatase 4 (EC 3.1.3.4) (EC 3.6.1.75) (Phosphatidic acid phosphatase type 2 domain-containing protein 1A)	PLPP4 DPPL2 PPAPDC1 PPAPDC1A	Homo sapiens (Human)	271	diacylglycerol diphosphate phosphatase activity [GO:0000810]; identical protein binding [GO:0042802]; phosphatidate phosphatase activity [GO:0008195]
WASHC2A	Q641Q2	reviewed	WAC2A_HUMAN	WASH complex subunit 2A	WASHC2A FAM21A FAM21B	Homo sapiens (Human)	1341	phosphatidylinositol phosphate binding [GO:1901981]; retromer complex binding [GO:1905394]
STEAP3	Q658P3	reviewed	STEA3_HUMAN	Metalloreductase STEAP3 (EC 1.16.1.-) (Dudulin-2) (Six-transmembrane epithelial antigen of prostate 3) (Tumor suppressor-activated pathway protein 6) (hTSAP6) (pHyde) (hpHyde)	STEAP3 TSAP6	Homo sapiens (Human)	488	cupric reductase activity [GO:0008823]; FAD binding [GO:0071949]; ferric-chelate reductase (NADPH) activity [GO:0052851]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor [GO:0016723]
MAP1S	Q66K74	reviewed	MAP1S_HUMAN	Microtubule-associated protein 1S (MAP-1S) (BPY2-interacting protein 1) (Microtubule-associated protein 8) (Variable charge Y chromosome 2-interacting protein 1) (VCY2-interacting protein 1) (VCY2IP-1) [Cleaved into: MAP1S heavy chain; MAP1S light chain]	MAP1S BPY2IP1 C19orf5 MAP8 VCY2IP1	Homo sapiens (Human)	1059	actin binding [GO:0003779]; actin filament binding [GO:0051015]; beta-tubulin binding [GO:0048487]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; tubulin binding [GO:0015631]
SPTY2D1	Q68D10	reviewed	SPT2_HUMAN	Protein SPT2 homolog (Protein KU002155) (SPT2 domain-containing protein 1)	SPTY2D1	Homo sapiens (Human)	685	DNA binding [GO:0003677]; histone binding [GO:0042393]; histone chaperone activity [GO:0140713]; RNA polymerase I core binding [GO:0001042]
ANKS6	Q68DC2	reviewed	ANKS6_HUMAN	Ankyrin repeat and SAM domain-containing protein 6 (Ankyrin repeat domain-containing protein 14) (SamCystin) (Sterile alpha motif domain-containing protein 6) (SAM domain-containing protein 6)	ANKS6 ANKRD14 PKDR1 SAMD6	Homo sapiens (Human)	871	
INTS3	Q68E01	reviewed	INT3_HUMAN	Integrator complex subunit 3 (Int3) (SOSS complex subunit A) (Sensor of single-strand DNA complex subunit A) (SOSS-A) (Sensor of ssDNA subunit A)	INTS3 C1orf193 C1orf60	Homo sapiens (Human)	1043	
ZNF57	Q68EA5	reviewed	ZNF57_HUMAN	Zinc finger protein 57 (Zinc finger protein 424)	ZNF57 ZNF424	Homo sapiens (Human)	555	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
LHX8	Q68G74	reviewed	LHX8_HUMAN	LIM/homeobox protein Lhx8 (LIM homeobox protein 8)	LHX8	Homo sapiens (Human)	356	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific double-stranded DNA binding [GO:1990837]
ZNF324B	Q6AW86	reviewed	Z324B_HUMAN	Zinc finger protein 324B	ZNF324B	Homo sapiens (Human)	544	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
SP5	Q6BEB4	reviewed	SP5_HUMAN	Transcription factor Sp5	SP5	Homo sapiens (Human)	398	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
ZNF787	Q6DD87	reviewed	ZN787_HUMAN	Zinc finger protein 787 (TTF-I-interacting peptide 20)	ZNF787	Homo sapiens (Human)	382	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]
CC2D2B	Q6DHV5	reviewed	C2D2B_HUMAN	Protein CC2D2B	CC2D2B C10orf130 C10orf131	Homo sapiens (Human)	1437	
RPL7L1	Q6DKI1	reviewed	RL7L_HUMAN	Ribosomal protein uL30-like (60S ribosomal protein L7-like 1) (Large ribosomal subunit protein uL30-like 1)	RPL7L1	Homo sapiens (Human)	255	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
IQSEC1	Q6DN90	reviewed	IQEC1_HUMAN	IQ motif and SEC7 domain-containing protein 1 (ADP-ribosylation factors guanine nucleotide-exchange protein 100) (ADP-ribosylation factors guanine nucleotide-exchange protein 2) (Brefeldin-resistant Arf-GEF 2 protein) (BRAG2)	IQSEC1 ARFGEP100 BRAG2 KIAA0763	Homo sapiens (Human)	963	guanyl-nucleotide exchange factor activity [GO:0005085]; lipid binding [GO:0008289]
VASN	Q6EMK4	reviewed	VASN_HUMAN	Vasorin (Protein slit-like 2)	VASN SLITL2 UNQ314/PRO357/PRO1282	Homo sapiens (Human)	673	cadherin binding [GO:0045296]; transforming growth factor beta binding [GO:0050431]
CENPP	Q6IPU0	reviewed	CENPP_HUMAN	Centromere protein P (CENP-P)	CENPP	Homo sapiens (Human)	288	
GALNT17	Q6IS24	reviewed	GLT17_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 17 (EC 2.4.1.41) (Polypeptide GalNAc transferase-like protein 3) (GalNAc-T-like protein 3) (pp-GaNTase-like protein 3) (Protein-UDP acetylgalactosaminyltransferase-like protein 3) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 3) (Williams-Beuren syndrome chromosomal region 17 protein)	GALNT17 WBSCR17	Homo sapiens (Human)	598	carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]
PYHIN1	Q6K0P9	reviewed	IFIX_HUMAN	Pyrin and HIN domain-containing protein 1 (Interferon-inducible protein X)	PYHIN1 IFIX	Homo sapiens (Human)	492	double-stranded DNA binding [GO:0003690]; ubiquitin protein ligase binding [GO:0031625]
SANBR	Q6NSI8	reviewed	SANBR_HUMAN	SANT and BTB domain regulator of class switch recombination (SANT and BTB domain regulator of CSR)	SANBR KIAA1841	Homo sapiens (Human)	718	identical protein binding [GO:0042802]
TYW1B	Q6NUM6	reviewed	TYW1B_HUMAN	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1B (EC 4.1.3.44) (Radical S-adenosyl methionine and flavodoxin domain-containing protein 2) (tRNA wybutosine-synthesizing protein 1 homolog B)	TYW1B RSAFD2	Homo sapiens (Human)	668	4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; tRNA-4-demethylwyosine synthase activity [GO:0102521]
NEPRO	Q6NW34	reviewed	NEPRO_HUMAN	Nucleolus and neural progenitor protein	NEPRO C3orf17	Homo sapiens (Human)	567	
MIS18BP1	Q6P0N0	reviewed	M18BP_HUMAN	Mis18-binding protein 1 (Kinetochore-associated protein KNL-2 homolog) (HsKNL-2) (P243)	MIS18BP1 C14orf106 KIAA1903 KNL2 M18BP1	Homo sapiens (Human)	1132	DNA binding [GO:0003677]
DHX57	Q6P158	reviewed	DHX57_HUMAN	Putative ATP-dependent RNA helicase DHX57 (EC 3.6.4.13) (DEAH box protein 57)	DHX57	Homo sapiens (Human)	1386	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
LETMD1	Q6P1Q0	reviewed	LTMD1_HUMAN	LETM1 domain-containing protein 1 (Cervical cancer 1 proto-oncogene protein p40) (Cervical cancer proto-oncogene 2 protein) (HCCR-1) (HCRR-2)	LETMD1	Homo sapiens (Human)	360	molecular adaptor activity [GO:0060090]; ribosome binding [GO:0043022]
MED27	Q6P2C8	reviewed	MED27_HUMAN	Mediator of RNA polymerase II transcription subunit 27 (Cofactor required for Sp1 transcriptional activation subunit 8) (CRSP complex subunit 8) (Mediator complex subunit 27) (P37 TRAP/SMCC/PC2 subunit) (Transcriptional coactivator CRSP34)	MED27 CRSP34 CRSP8	Homo sapiens (Human)	311	transcription coactivator activity [GO:0003713]; ubiquitin protein ligase activity [GO:0061630]
CEP85	Q6P2H3	reviewed	CEP85_HUMAN	Centrosomal protein of 85 kDa (Cep85) (Coiled-coil domain-containing protein 21)	CEP85 CCDC21	Homo sapiens (Human)	762	identical protein binding [GO:0042802]
TTC27	Q6P3X3	reviewed	TTC27_HUMAN	Tetratricopeptide repeat protein 27 (TPR repeat protein 27)	TTC27	Homo sapiens (Human)	843	
ARHGAP11A	Q6P4F7	reviewed	RHGBA_HUMAN	Rho GTPase-activating protein 11A (Rho-type GTPase-activating protein 11A)	ARHGAP11A KIAA0013	Homo sapiens (Human)	1023	GTPase activator activity [GO:0005096]
RPL22L1	Q6P5R6	reviewed	RL22L_HUMAN	Ribosomal protein eL22-like (60S ribosomal protein L22-like 1) (Large ribosomal subunit protein eL22-like 1)	RPL22L1	Homo sapiens (Human)	122	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
FAM171B	Q6P995	reviewed	F171B_HUMAN	Protein FAM171B	FAM171B KIAA1946 NPD019	Homo sapiens (Human)	826	
MEAK7	Q6P9B6	reviewed	MEAK7_HUMAN	MTOR-associated protein MEAK7 (MEAK7) (MTOR associated protein, eak-7 homolog) (TBC/LysM-associated domain-containing protein 1) (TLD domain-containing protein 1)	MEAK7 KIAA1609 TLDC1	Homo sapiens (Human)	456	
CYB5D1	Q6P9G0	reviewed	CB5D1_HUMAN	Cytochrome b5 domain-containing protein 1	CYB5D1	Homo sapiens (Human)	228	metal ion binding [GO:0046872]
ZNF790	Q6PG37	reviewed	ZN790_HUMAN	Zinc finger protein 790	ZNF790	Homo sapiens (Human)	636	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
DRICH1	Q6PGQ1	reviewed	DRIC1_HUMAN	Aspartate-rich protein 1	DRICH1 C22orf43	Homo sapiens (Human)	229	
ZC3H14	Q6PJT7	reviewed	ZC3HE_HUMAN	Zinc finger CCCH domain-containing protein 14 (Mammalian suppressor of tau pathology-2) (MSUT-2) (Renal carcinoma antigen NY-REN-37)	ZC3H14	Homo sapiens (Human)	736	metal ion binding [GO:0046872]; poly(A) binding [GO:0008143]; RNA binding [GO:0003723]
CCDC137	Q6PK04	reviewed	CC137_HUMAN	Coiled-coil domain-containing protein 137	CCDC137 cPERP-B	Homo sapiens (Human)	289	RNA binding [GO:0003723]
DEGS2	Q6QHC5	reviewed	DEGS2_HUMAN	Sphingolipid delta(4)-desaturase/C4-monooxygenase DES2 (EC 1.14.18.5) (EC 1.14.19.17) (Degenerative spermatocyte homolog 2) (Sphingolipid 4-desaturase) (Sphingolipid C4-monooxygenase)	DEGS2 C14orf66	Homo sapiens (Human)	323	sphingolipid C4-monooxygenase activity [GO:0102772]; sphingolipid delta-4 desaturase activity [GO:0042284]; sphingosine hydroxylase activity [GO:0000170]
ZBED9	Q6R2W3	reviewed	SCND3_HUMAN	SCAN domain-containing protein 3 (Transposon-derived Buster4 transposase-like protein) (Zinc finger BED domain-containing protein 9)	SCAND3 Buster4 KIAA1925 ZBED9 ZNF305P2 ZNF452	Homo sapiens (Human)	1325	nucleic acid binding [GO:0003676]
WDR74	Q6RFH5	reviewed	WDR74_HUMAN	WD repeat-containing protein 74 (NOP seven-associated protein 1)	WDR74 NSA1	Homo sapiens (Human)	385	
CCDC171	Q6TFL3	reviewed	CC171_HUMAN	Coiled-coil domain-containing protein 171	CCDC171 C9orf93	Homo sapiens (Human)	1326	
SNORC	Q6UX34	reviewed	SNORC_HUMAN	Protein SNORC (Secondary ossification center-associated regulator of chondrocyte maturation protein)	SNORC C2orf82 UNQ830/PRO1757	Homo sapiens (Human)	121	
TMEM108	Q6UXF1	reviewed	TM108_HUMAN	Transmembrane protein 108 (Retrolinkin)	TMEM108 KIAA1690 RTLN UNQ1875/PRO4318	Homo sapiens (Human)	575	
DLK2	Q6UY11	reviewed	DLK2_HUMAN	Protein delta homolog 2 (DLK-2) (Epidermal growth factor-like protein 9) (EGF-like protein 9)	DLK2 EGFL9 UNQ2903/PRO28633	Homo sapiens (Human)	383	calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; Notch binding [GO:0005112]
DNMBP	Q6XZF7	reviewed	DNMBP_HUMAN	Dynamin-binding protein (Scaffold protein Tuba)	DNMBP ARHGEF36 KIAA1010 TUBA	Homo sapiens (Human)	1577	guanyl-nucleotide exchange factor activity [GO:0005085]
KYAT3	Q6YP21	reviewed	KAT3_HUMAN	Kynurenine--oxoglutarate transaminase 3 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase 2) (EC 4.4.1.13) (Kynurenine aminotransferase 3) (Kynurenine aminotransferase III) (KATIII) (Kynurenine--glyoxylate transaminase) (EC 2.6.1.63) (Kynurenine--oxoglutarate transaminase III)	KYAT3 CCBL2 KAT3	Homo sapiens (Human)	454	cysteine-S-conjugate beta-lyase activity [GO:0047804]; kynurenine-glyoxylate transaminase activity [GO:0047315]; kynurenine-oxoglutarate transaminase activity [GO:0016212]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]; RNA binding [GO:0003723]
KDM7A	Q6ZMT4	reviewed	KDM7A_HUMAN	Lysine-specific demethylase 7A (JmjC domain-containing histone demethylation protein 1D) (Lysine-specific demethylase 7) ([histone H3]-dimethyl-L-lysine9 demethylase 7A) (EC 1.14.11.65)	KDM7A JHDM1D KDM7 KIAA1718	Homo sapiens (Human)	941	2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; histone demethylase activity [GO:0032452]; histone H3K27me2/H3K27me3 demethylase activity [GO:0071558]; histone H3K36 demethylase activity [GO:0051864]; histone H3K9 demethylase activity [GO:0032454]; histone H3K9me/H3K9me2 demethylase activity [GO:0140683]; histone H4K20 demethylase activity [GO:0035575]; iron ion binding [GO:0005506]; methylated histone binding [GO:0035064]; transcription coregulator activity [GO:0003712]; zinc ion binding [GO:0008270]
SPOCD1	Q6ZMY3	reviewed	SPOC1_HUMAN	SPOC domain-containing protein 1	SPOCD1	Homo sapiens (Human)	1216	
LIN28B	Q6ZN17	reviewed	LN28B_HUMAN	Protein lin-28 homolog B (Lin-28B)	LIN28B CSDD2	Homo sapiens (Human)	250	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; sequence-specific double-stranded DNA binding [GO:1990837]; zinc ion binding [GO:0008270]
XNDC1N	Q6ZNB5	reviewed	XNDC1_HUMAN	Protein XNDC1N (XRCC1 N-terminal domain-containing 1 N-terminal like)	XNDC1N	Homo sapiens (Human)	234	damaged DNA binding [GO:0003684]
SHLD3	Q6ZNX1	reviewed	SHLD3_HUMAN	Shieldin complex subunit 3 (REV7-interacting novel NHEJ regulator 1) (Shield complex subunit 3)	SHLD3 FLJ26957 RINN1	Homo sapiens (Human)	250	
C17orf97	Q6ZQX7	reviewed	LIAT1_HUMAN	Protein LIAT1 (Ligand of ATE1 protein)	LIAT1 C17orf97	Homo sapiens (Human)	453	molecular condensate scaffold activity [GO:0140693]
CATSPERG	Q6ZRH7	reviewed	CTSRG_HUMAN	Cation channel sperm-associated auxiliary subunit gamma	CATSPERG C19orf15	Homo sapiens (Human)	1159	
RBM43	Q6ZSC3	reviewed	RBM43_HUMAN	RNA-binding protein 43 (RNA-binding motif protein 43)	RBM43 C2orf38	Homo sapiens (Human)	357	RNA binding [GO:0003723]
UBR3	Q6ZT12	reviewed	UBR3_HUMAN	E3 ubiquitin-protein ligase UBR3 (EC 2.3.2.27) (N-recognin-3) (RING-type E3 ubiquitin transferase UBR3) (Ubiquitin-protein ligase E3-alpha-3) (Ubiquitin-protein ligase E3-alpha-III) (Zinc finger protein 650)	UBR3 KIAA2024 ZNF650	Homo sapiens (Human)	1888	ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
CCDC149	Q6ZUS6	reviewed	CC149_HUMAN	Coiled-coil domain-containing protein 149	CCDC149	Homo sapiens (Human)	474	
GPRIN3	Q6ZVF9	reviewed	GRIN3_HUMAN	G protein-regulated inducer of neurite outgrowth 3 (GRIN3)	GPRIN3 KIAA2027	Homo sapiens (Human)	776	
MOB2	Q70IA6	reviewed	MOB2_HUMAN	MOB kinase activator 2 (HCCA2) (Mob2 homolog) (Mps one binder kinase activator-like 2)	MOB2 HCCA2	Homo sapiens (Human)	237	metal ion binding [GO:0046872]; protein kinase activator activity [GO:0030295]
UBE2R2	Q712K3	reviewed	UB2R2_HUMAN	Ubiquitin-conjugating enzyme E2 R2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme R2) (Ubiquitin carrier protein R2) (Ubiquitin-conjugating enzyme E2-CDC34B) (Ubiquitin-protein ligase R2)	UBE2R2 CDC34B UBC3B	Homo sapiens (Human)	238	ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]
KCTD1	Q719H9	reviewed	KCTD1_HUMAN	BTB/POZ domain-containing protein KCTD1 (Potassium channel tetramerization domain-containing protein 1)	KCTD1 C18orf5	Homo sapiens (Human)	257	identical protein binding [GO:0042802]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]
RPS27L	Q71UM5	reviewed	RS27L_HUMAN	Ribosomal protein eS27-like (40S ribosomal protein S27-like) (Small ribosomal subunit protein eS27-like)	RPS27L	Homo sapiens (Human)	84	cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation activator activity [GO:0008494]
NOL8	Q76FK4	reviewed	NOL8_HUMAN	Nucleolar protein 8 (Nucleolar protein Nop132)	NOL8 C9orf34 NOP132	Homo sapiens (Human)	1167	RNA binding [GO:0003723]
DPPA4	Q7L190	reviewed	DPPA4_HUMAN	Developmental pluripotency-associated protein 4	DPPA4	Homo sapiens (Human)	304	chromatin binding [GO:0003682]
ZNF771	Q7L3S4	reviewed	ZN771_HUMAN	Zinc finger protein 771 (Mesenchymal stem cell protein DSC43)	ZNF771	Homo sapiens (Human)	317	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; sequence-specific double-stranded DNA binding [GO:1990837]
MCM10	Q7L590	reviewed	MCM10_HUMAN	Protein MCM10 homolog (HsMCM10)	MCM10 PRO2249	Homo sapiens (Human)	875	DNA replication origin binding [GO:0003688]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; single-stranded DNA binding [GO:0003697]
GET4	Q7L5D6	reviewed	GET4_HUMAN	Golgi to ER traffic protein 4 homolog (Conserved edge-expressed protein) (Transmembrane domain recognition complex 35 kDa subunit) (TRC35)	GET4 C7orf20 CEE TRC35 CGI-20	Homo sapiens (Human)	327	protein-folding chaperone binding [GO:0051087]
DPH6	Q7L8W6	reviewed	DPH6_HUMAN	Diphthine--ammonia ligase (EC 6.3.1.14) (ATP-binding domain-containing protein 4) (Diphthamide synthase) (Diphthamide synthetase) (Protein DPH6 homolog)	DPH6 ATPBD4	Homo sapiens (Human)	267	ATP binding [GO:0005524]; diphthine-ammonia ligase activity [GO:0017178]
ZNF627	Q7L945	reviewed	ZN627_HUMAN	Zinc finger protein 627	ZNF627	Homo sapiens (Human)	461	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
MOB1B	Q7L9L4	reviewed	MOB1B_HUMAN	MOB kinase activator 1B (Mob1 homolog 1A) (Mob1A) (Mob1B) (Mps one binder kinase activator-like 1A)	MOB1B MOB4A MOBKL1A	Homo sapiens (Human)	216	kinase activator activity [GO:0019209]; kinase binding [GO:0019900]; metal ion binding [GO:0046872]; protein kinase activator activity [GO:0030295]
KRT74	Q7RTS7	reviewed	K2C74_HUMAN	Keratin, type II cytoskeletal 74 (Cytokeratin-74) (CK-74) (Keratin-5c) (K5C) (Keratin-74) (K74) (Type II inner root sheath-specific keratin-K6irs4) (Type-II keratin Kb37)	KRT74 K6IRS4 KB37 KRT5C KRT6IRS4	Homo sapiens (Human)	529	keratin filament binding [GO:1990254]; structural constituent of skin epidermis [GO:0030280]
SSX7	Q7RTT5	reviewed	SSX7_HUMAN	Protein SSX7	SSX7	Homo sapiens (Human)	188	
APTX	Q7Z2E3	reviewed	APTX_HUMAN	Aprataxin (EC 3.6.1.71) (EC 3.6.1.72) (Forkhead-associated domain histidine triad-like protein) (FHA-HIT)	APTX AXA1	Homo sapiens (Human)	356	chromatin binding [GO:0003682]; damaged DNA binding [GO:0003684]; DNA 5'-adenosine monophosphate hydrolase activity [GO:0033699]; DNA-3'-diphospho-5'-guanosine diphosphatase [GO:0120108]; double-stranded DNA binding [GO:0003690]; double-stranded RNA binding [GO:0003725]; metal ion binding [GO:0046872]; mismatched DNA binding [GO:0030983]; phosphoglycolate phosphatase activity [GO:0008967]; phosphoprotein binding [GO:0051219]; polynucleotide 3'-phosphatase activity [GO:0046403]; single-strand break-containing DNA binding [GO:1990165]; single-stranded DNA binding [GO:0003697]
TRMT1L	Q7Z2T5	reviewed	TRM1L_HUMAN	TRMT1-like protein (EC 2.1.1.-)	TRMT1L C1orf25 TRM1L MSTP070	Homo sapiens (Human)	733	metal ion binding [GO:0046872]; RNA binding [GO:0003723]; tRNA (guanine(10)-N2)-methyltransferase activity [GO:0160102]; tRNA binding [GO:0000049]
ZNF571	Q7Z3V5	reviewed	ZN571_HUMAN	Zinc finger protein 571	ZNF571 HSPC059	Homo sapiens (Human)	609	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
RNF144B	Q7Z419	reviewed	R144B_HUMAN	E3 ubiquitin-protein ligase RNF144B (EC 2.3.2.31) (IBR domain-containing protein 2) (RING finger protein 144B) (p53-inducible RING finger protein)	RNF144B IBRDC2 P53RFP	Homo sapiens (Human)	303	ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
LRP10	Q7Z4F1	reviewed	LRP10_HUMAN	Low-density lipoprotein receptor-related protein 10 (LRP-10)	LRP10 MSTP087 SP220 UNQ389/PRO724	Homo sapiens (Human)	713	low-density lipoprotein particle receptor activity [GO:0005041]
HDDC2	Q7Z4H3	reviewed	HDDC2_HUMAN	5'-deoxynucleotidase HDDC2 (EC 3.1.3.89) (HD domain-containing protein 2) (Hepatitis C virus NS5A-transactivated protein 2) (HCV NS5A-transactivated protein 2)	HDDC2 C6orf74 NS5ATP2 CGI-130	Homo sapiens (Human)	204	5'-deoxynucleotidase activity [GO:0002953]; metal ion binding [GO:0046872]
DCXR	Q7Z4W1	reviewed	DCXR_HUMAN	L-xylulose reductase (XR) (EC 1.1.1.10) (Carbonyl reductase II) (Dicarbonyl/L-xylulose reductase) (Kidney dicarbonyl reductase) (kiDCR) (Short chain dehydrogenase/reductase family 20C member 1) (Sperm surface protein P34H)	DCXR SDR20C1	Homo sapiens (Human)	244	carbonyl reductase (NADPH) activity [GO:0004090]; identical protein binding [GO:0042802]; L-xylulose reductase (NADP+) activity [GO:0050038]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]
