sample,spot_id,pixels,mean_intensity,centroid_r,centroid_c,microns
Control-roi-05,610,12,0.040605529,1002,260,0.021702549
Control-roi-05,611,79,0.051991544,1007,314,0.142875113
Control-roi-05,612,37,0.025346473,1008,249,0.066916192
Control-roi-05,613,64,0.046951057,1008,266,0.115746927
Control-roi-05,614,20,0.029053941,1010,770,0.036170915
Control-roi-05,615,24,0.034087383,1011,279,0.043405097
Control-roi-05,616,49,0.054950229,1014,295,0.088618741
Control-roi-05,617,62,0.042737813,1015,779,0.112129835
Control-roi-05,618,42,0.045694958,1016,755,0.075958921
Control-roi-05,619,32,0.03397755,1019,309,0.057873463
Control-roi-05,620,43,0.039466928,1026,749,0.077767466
Control-roi-05,621,28,0.026717457,1026,784,0.05063928
Control-roi-05,622,26,0.024827016,1026,766,0.047022189
Control-roi-05,623,31,0.033623501,1028,297,0.056064918
Control-roi-05,624,9,0.021755974,1028,279,0.016276912
Control-roi-05,625,15,0.024747082,1032,241,0.027128186
Control-roi-05,626,31,0.040060347,1033,287,0.056064918
Control-roi-05,627,38,0.047242735,1038,248,0.068724738
Control-roi-05,628,35,0.048792684,1040,255,0.063299101
Control-roi-05,629,32,0.045807107,1039,279,0.057873463
Control-roi-05,630,15,0.016031128,1041,633,0.027128186
Control-roi-05,631,37,0.041888902,1043,269,0.066916192
Control-roi-05,632,15,0.034668498,1045,283,0.027128186
Control-roi-05,633,37,0.045860372,1052,252,0.066916192
Control-roi-05,634,21,0.030665548,1053,263,0.03797946
Control-roi-05,635,32,0.03672322,1055,283,0.057873463
Control-roi-05,636,9,0.014011173,1078,1531,0.016276912
Control-roi-05,637,37,0.032980932,1084,360,0.066916192
Control-roi-05,638,20,0.023517967,1102,360,0.036170915
Control-roi-05,639,43,0.031770348,1110,340,0.077767466
Control-roi-05,640,35,0.032326892,1111,384,0.063299101
Control-roi-05,641,31,0.027839347,1112,358,0.056064918
Control-roi-05,642,59,0.032366454,1117,399,0.106704198
Control-roi-05,643,9,0.017037546,1123,346,0.016276912
Control-roi-05,644,16,0.030135615,1126,386,0.028936732
Control-roi-05,645,42,0.032660483,1131,380,0.075958921
Control-roi-05,646,21,0.028149989,1133,359,0.03797946
Control-roi-05,647,25,0.034327306,1133,409,0.045213643
Control-roi-05,648,32,0.034658007,1134,336,0.057873463
Control-roi-05,649,9,0.022705425,1133,342,0.016276912
Control-roi-05,650,22,0.032606449,1134,417,0.039788006
Control-roi-05,651,31,0.038644211,1136,367,0.056064918
Control-roi-05,652,34,0.034217908,1140,404,0.061490555
Control-roi-05,653,24,0.025046413,1140,392,0.043405097
Control-roi-05,654,49,0.04552825,1142,909,0.088618741
Control-roi-05,655,31,0.039817187,1144,923,0.056064918
Control-roi-05,656,32,0.030423629,1144,423,0.057873463
Control-roi-05,657,62,0.031834504,1146,1539,0.112129835
Control-roi-05,658,47,0.051921906,1147,939,0.085001649
Control-roi-05,659,36,0.030680807,1146,348,0.065107646
Control-roi-05,660,36,0.035337775,1147,365,0.065107646
Control-roi-05,661,18,0.023791358,1145,998,0.032553823
Control-roi-05,662,12,0.020750998,1147,1520,0.021702549
Control-roi-05,663,54,0.038327555,1151,894,0.097661469
Control-roi-05,664,32,0.049813077,1154,928,0.057873463
Control-roi-05,665,27,0.031445453,1154,996,0.048830735
Control-roi-05,666,22,0.022991184,1154,1527,0.039788006
Control-roi-05,667,26,0.029188161,1154,1571,0.047022189
Control-roi-05,668,35,0.037241169,1155,1586,0.063299101
Control-roi-05,669,30,0.030725058,1156,370,0.054256372
Control-roi-05,670,27,0.03630969,1157,1006,0.048830735
Control-roi-05,671,28,0.028405759,1157,1498,0.05063928
Control-roi-05,672,28,0.028752357,1157,1552,0.05063928
Control-roi-05,673,12,0.029310038,1158,970,0.021702549
Control-roi-05,674,20,0.024481575,1160,904,0.036170915
Control-roi-05,675,34,0.039099,1161,921,0.061490555
Control-roi-05,676,36,0.041133237,1161,962,0.065107646
Control-roi-05,677,30,0.04278172,1161,1581,0.054256372
Control-roi-05,678,27,0.026696507,1162,1017,0.048830735
Control-roi-05,679,26,0.025415075,1162,1518,0.047022189
Control-roi-05,680,23,0.035966178,1164,1005,0.041596552
Control-roi-05,681,40,0.035682841,1165,1540,0.072341829
Control-roi-05,682,9,0.023183541,1165,898,0.016276912
Control-roi-05,683,14,0.02949024,1166,982,0.02531964
Control-roi-05,684,15,0.0360825,1165,994,0.027128186
Control-roi-05,685,30,0.04476997,1167,972,0.054256372
Control-roi-05,686,19,0.019035228,1168,1461,0.034362369
Control-roi-05,687,15,0.019815366,1167,1502,0.027128186
Control-roi-05,688,15,0.037182167,1168,915,0.027128186
Control-roi-05,689,23,0.028296198,1171,888,0.041596552
Control-roi-05,690,60,0.054979527,1173,925,0.108512744
Control-roi-05,691,37,0.03396782,1171,1475,0.066916192
Control-roi-05,692,15,0.026708375,1170,1582,0.027128186
Control-roi-05,693,39,0.043109476,1173,1553,0.070533283
Control-roi-05,694,15,0.035750871,1173,963,0.027128186
Control-roi-05,695,31,0.04195788,1173,994,0.056064918
Control-roi-05,696,27,0.030870132,1173,1513,0.048830735
Control-roi-05,697,15,0.025050228,1172,1532,0.027128186
Control-roi-05,698,31,0.047854262,1175,910,0.056064918
Control-roi-05,699,38,0.049338441,1175,939,0.068724738
Control-roi-05,700,36,0.030295516,1174,1010,0.065107646
Control-roi-05,701,9,0.024339835,1173,1588,0.016276912
Control-roi-05,702,22,0.023913662,1176,1025,0.039788006
Control-roi-05,703,18,0.018897451,1179,1498,0.032553823
Control-roi-05,704,32,0.041459239,1180,968,0.057873463
Control-roi-05,705,12,0.016667938,1179,1484,0.021702549
Control-roi-05,706,42,0.035909928,1182,1517,0.075958921
Control-roi-05,707,65,0.041105927,1184,894,0.117555472
Control-roi-05,708,22,0.03615972,1180,1548,0.039788006
Control-roi-05,709,69,0.040050067,1182,995,0.124789655
Control-roi-05,710,46,0.053883255,1183,1591,0.083193104
Control-roi-05,711,26,0.022481821,1183,1470,0.047022189
Control-roi-05,712,37,0.062397027,1184,916,0.066916192
Control-roi-05,713,15,0.032153811,1183,941,0.027128186
Control-roi-05,714,21,0.024072924,1184,1022,0.03797946
Control-roi-05,715,37,0.038521195,1186,880,0.066916192
Control-roi-05,716,52,0.055425756,1187,1559,0.094044378
Control-roi-05,717,42,0.064078446,1188,907,0.075958921
Control-roi-05,718,27,0.027500148,1188,1011,0.048830735
Control-roi-05,719,15,0.019153124,1189,1482,0.027128186
Control-roi-05,720,30,0.03554284,1189,1538,0.054256372
Control-roi-05,721,85,0.053198515,1193,943,0.153726387
Control-roi-05,722,9,0.018197231,1191,1492,0.016276912
Control-roi-05,723,12,0.02292668,1191,1510,0.021702549
Control-roi-05,724,36,0.039905309,1194,969,0.065107646
Control-roi-05,725,57,0.041747078,1195,988,0.103087107
Control-roi-05,726,28,0.041857677,1196,929,0.05063928
Control-roi-05,727,21,0.032463932,1196,921,0.03797946
Control-roi-05,728,44,0.039743857,1198,1005,0.079576012
Control-roi-05,729,39,0.033743958,1198,1530,0.070533283
Control-roi-05,730,15,0.027555759,1197,1541,0.027128186
Control-roi-05,731,22,0.021149004,1200,1022,0.039788006
Control-roi-05,732,16,0.021257725,1200,1502,0.028936732
Control-roi-05,733,23,0.025599995,1201,1478,0.041596552
Control-roi-05,734,28,0.035583494,1202,1550,0.05063928
Control-roi-05,735,25,0.03524773,1203,1569,0.045213643
Control-roi-05,736,56,0.054275251,1207,957,0.101278561
Control-roi-05,737,40,0.043770123,1206,977,0.072341829
Control-roi-05,738,41,0.034500649,1207,932,0.074150375
Control-roi-05,739,31,0.036057561,1207,1518,0.056064918
Control-roi-05,740,42,0.039234215,1208,918,0.075958921
Control-roi-05,741,21,0.022488165,1207,1459,0.03797946
Control-roi-05,742,23,0.026318496,1208,1011,0.041596552
Control-roi-05,743,23,0.028140954,1208,1508,0.041596552
Control-roi-05,744,24,0.026799293,1209,591,0.043405097
Control-roi-05,745,24,0.029156176,1209,1528,0.043405097
Control-roi-05,746,26,0.027081829,1210,990,0.047022189
Control-roi-05,747,16,0.022117952,1210,1470,0.028936732
Control-roi-05,748,38,0.043230014,1211,1543,0.068724738
Control-roi-05,749,23,0.032352444,1210,1564,0.041596552
Control-roi-05,750,28,0.036678874,1214,968,0.05063928
Control-roi-05,751,37,0.038943086,1215,1499,0.066916192
Control-roi-05,752,26,0.025983767,1216,581,0.047022189
Control-roi-05,753,43,0.042391692,1217,597,0.077767466
Control-roi-05,754,27,0.021632772,1216,1480,0.048830735
Control-roi-05,755,23,0.027476854,1218,1462,0.041596552
Control-roi-05,756,18,0.031276756,1218,1541,0.032553823
Control-roi-05,757,32,0.039176108,1219,1551,0.057873463
Control-roi-05,758,41,0.044512428,1224,1569,0.074150375
Control-roi-05,759,28,0.023723419,1224,1516,0.05063928
Control-roi-05,760,12,0.018230716,1226,552,0.021702549
Control-roi-05,761,26,0.023743625,1226,574,0.047022189
Control-roi-05,762,32,0.029880026,1226,1469,0.057873463
Control-roi-05,763,15,0.020146995,1228,1196,0.027128186
Control-roi-05,764,38,0.039163083,1229,1531,0.068724738
Control-roi-05,765,37,0.038817714,1230,1498,0.066916192
Control-roi-05,766,20,0.023522545,1230,559,0.036170915
Control-roi-05,767,33,0.031010494,1234,599,0.059682009
Control-roi-05,768,12,0.020188958,1232,1510,0.021702549
Control-roi-05,769,12,0.017594924,1236,1219,0.021702549
Control-roi-05,770,9,0.018217577,1236,1193,0.016276912
Control-roi-05,771,16,0.023380636,1236,1210,0.028936732
Control-roi-05,772,26,0.025493131,1240,567,0.047022189
Control-roi-05,773,39,0.034135997,1241,1579,0.070533283
Control-roi-05,774,28,0.031629773,1242,1496,0.05063928
Control-roi-05,775,26,0.021498788,1242,1535,0.047022189
Control-roi-05,776,18,0.024288972,1244,1203,0.032553823
Control-roi-05,777,36,0.031182659,1245,1508,0.065107646
Control-roi-05,778,19,0.025946762,1246,612,0.034362369
Control-roi-05,779,37,0.023943467,1249,591,0.066916192
Control-roi-05,780,12,0.019865975,1246,602,0.021702549
Control-roi-05,781,9,0.016598425,1246,1520,0.016276912
Control-roi-05,782,12,0.025487653,1248,1694,0.021702549
Control-roi-05,783,15,0.021488772,1251,1213,0.027128186
Control-roi-05,784,28,0.03292352,1254,1204,0.05063928
Control-roi-05,785,16,0.022771229,1254,1224,0.028936732
Control-roi-05,786,26,0.024921504,1258,1193,0.047022189
Control-roi-05,787,16,0.020637827,1258,578,0.028936732
Control-roi-05,788,31,0.02518477,1259,924,0.056064918
Control-roi-05,789,16,0.018837263,1260,604,0.028936732
Control-roi-05,790,9,0.033296881,1260,1673,0.016276912
Control-roi-05,791,15,0.018916101,1262,1212,0.027128186
Control-roi-05,792,9,0.018142977,1267,1230,0.016276912
Control-roi-05,793,36,0.02641591,1271,1205,0.065107646
Control-roi-05,794,14,0.032804717,1274,1652,0.02531964
Control-roi-05,795,55,0.04466177,1279,1136,0.099470015
Control-roi-05,796,27,0.02653996,1279,947,0.048830735
Control-roi-05,797,46,0.043768846,1280,1231,0.083193104
Control-roi-05,798,23,0.027954528,1280,1184,0.041596552
Control-roi-05,799,33,0.033641519,1282,1206,0.059682009
Control-roi-05,800,9,0.02860558,1282,1638,0.016276912
Control-roi-05,801,22,0.02594658,1286,1193,0.039788006
Control-roi-05,802,21,0.025348142,1286,1221,0.03797946
Control-roi-05,803,39,0.036969871,1288,1126,0.070533283
Control-roi-05,804,9,0.014540152,1289,1108,0.016276912
Control-roi-05,805,22,0.027480805,1291,1177,0.039788006
Control-roi-05,806,12,0.020636556,1292,1212,0.021702549
Control-roi-05,807,16,0.029166667,1294,1184,0.028936732
Control-roi-05,808,26,0.022434284,1297,278,0.047022189
Control-roi-05,809,27,0.031807714,1299,1204,0.048830735
Control-roi-05,810,15,0.017100277,1297,1226,0.027128186
Control-roi-05,811,15,0.026111238,1304,1162,0.027128186
Control-roi-05,812,46,0.036920862,1307,1174,0.083193104
Control-roi-05,813,29,0.025524134,1305,1388,0.052447826
Control-roi-05,814,57,0.048856711,1308,1132,0.103087107
Control-roi-05,815,27,0.025808092,1306,1216,0.048830735
Control-roi-05,816,30,0.028863457,1308,1118,0.054256372
Control-roi-05,817,33,0.027949904,1309,266,0.059682009
Control-roi-05,818,46,0.03328258,1308,1150,0.083193104
Control-roi-05,819,32,0.038900492,1308,1405,0.057873463
Control-roi-05,820,26,0.024905071,1310,1438,0.047022189
Control-roi-05,821,9,0.019246713,1310,1416,0.016276912
Control-roi-05,822,39,0.037789555,1315,587,0.070533283
Control-roi-05,823,26,0.022623848,1315,1203,0.047022189
Control-roi-05,824,44,0.035990137,1317,611,0.079576012
Control-roi-05,825,9,0.033588498,1316,1147,0.016276912
Control-roi-05,826,42,0.034221626,1319,1170,0.075958921
Control-roi-05,827,28,0.028728923,1318,1183,0.05063928
Control-roi-05,828,47,0.045172873,1320,257,0.085001649
Control-roi-05,829,25,0.033088273,1319,1422,0.045213643
Control-roi-05,830,21,0.020250175,1319,279,0.03797946
Control-roi-05,831,64,0.036773289,1323,1108,0.115746927
Control-roi-05,832,16,0.035848211,1322,592,0.028936732
Control-roi-05,833,28,0.044711659,1323,1148,0.05063928
Control-roi-05,834,32,0.042641814,1324,551,0.057873463
Control-roi-05,835,43,0.030650052,1327,1441,0.077767466
Control-roi-05,836,15,0.027446911,1325,1156,0.027128186
Control-roi-05,837,9,0.019757042,1325,1406,0.016276912
Control-roi-05,838,56,0.037571799,1331,287,0.101278561
Control-roi-05,839,54,0.042538197,1331,616,0.097661469
Control-roi-05,840,12,0.021782254,1328,1416,0.021702549
Control-roi-05,841,39,0.043671321,1331,558,0.070533283
Control-roi-05,842,31,0.034887539,1329,1135,0.056064918
Control-roi-05,843,42,0.054747917,1330,1431,0.075958921
Control-roi-05,844,12,0.032836144,1329,586,0.021702549
Control-roi-05,845,18,0.033851292,1330,1166,0.032553823
Control-roi-05,846,33,0.035287644,1331,574,0.059682009
Control-roi-05,847,35,0.033589467,1332,599,0.063299101
Control-roi-05,848,39,0.043185771,1332,1177,0.070533283
Control-roi-05,849,39,0.043744486,1334,1102,0.070533283
Control-roi-05,850,40,0.026661326,1337,253,0.072341829
Control-roi-05,851,23,0.029337792,1335,310,0.041596552
Control-roi-05,852,26,0.025999026,1335,545,0.047022189
Control-roi-05,853,24,0.032033773,1336,1140,0.043405097
Control-roi-05,854,23,0.042073767,1336,1169,0.041596552
Control-roi-05,855,15,0.022054373,1335,1189,0.027128186
Control-roi-05,856,37,0.045102369,1338,588,0.066916192
Control-roi-05,857,16,0.019980735,1338,242,0.028936732
Control-roi-05,858,60,0.052725261,1340,299,0.108512744
Control-roi-05,859,27,0.032007211,1339,276,0.048830735
Control-roi-05,860,43,0.037443865,1340,1157,0.077767466
Control-roi-05,861,68,0.055466769,1342,639,0.12298111
Control-roi-05,862,20,0.025133898,1341,1416,0.036170915
Control-roi-05,863,26,0.024504229,1341,1427,0.047022189
Control-roi-05,864,34,0.034841284,1343,1120,0.061490555
Control-roi-05,865,25,0.030118257,1346,267,0.045213643
Control-roi-05,866,51,0.035476328,1347,1178,0.092235832
Control-roi-05,867,9,0.025289286,1346,571,0.016276912
Control-roi-05,868,36,0.030351466,1348,604,0.065107646
Control-roi-05,869,22,0.024591995,1347,1191,0.039788006
Control-roi-05,870,23,0.025791064,1348,285,0.041596552
Control-roi-05,871,9,0.020721752,1347,559,0.016276912
Control-roi-05,872,35,0.032342151,1350,620,0.063299101
Control-roi-05,873,39,0.052420609,1351,296,0.070533283
Control-roi-05,874,33,0.025313793,1350,549,0.059682009
Control-roi-05,875,26,0.026932761,1353,591,0.047022189
Control-roi-05,876,20,0.026362249,1352,1116,0.036170915
Control-roi-05,877,22,0.036376815,1354,272,0.039788006
Control-roi-05,878,37,0.03068878,1355,573,0.066916192
Control-roi-05,879,9,0.023063164,1354,627,0.016276912
Control-roi-05,880,34,0.030241137,1356,1169,0.061490555
Control-roi-05,881,39,0.040299859,1357,914,0.070533283
Control-roi-05,882,19,0.02418314,1358,899,0.034362369
Control-roi-05,883,35,0.036133364,1360,1158,0.063299101
Control-roi-05,884,16,0.022915236,1358,1196,0.028936732
Control-roi-05,885,15,0.021382976,1359,303,0.027128186
Control-roi-05,886,36,0.032562329,1360,888,0.065107646
Control-roi-05,887,12,0.019558251,1360,1106,0.021702549
Control-roi-05,888,39,0.036793023,1362,1117,0.070533283
Control-roi-05,889,19,0.023800059,1361,272,0.034362369
Control-roi-05,890,23,0.028633886,1363,556,0.041596552
Control-roi-05,891,24,0.029910226,1363,631,0.043405097
Control-roi-05,892,9,0.022768156,1362,1179,0.016276912
Control-roi-05,893,37,0.047271625,1365,583,0.066916192
Control-roi-05,894,12,0.017847969,1363,644,0.021702549
Control-roi-05,895,34,0.045941325,1368,591,0.061490555
Control-roi-05,896,27,0.036652736,1370,624,0.048830735
Control-roi-05,897,18,0.019155159,1370,282,0.032553823
Control-roi-05,898,85,0.049504755,1375,562,0.153726387
Control-roi-05,899,24,0.022669184,1370,298,0.043405097
Control-roi-05,900,15,0.033162941,1370,615,0.027128186
Control-roi-05,901,33,0.027833843,1373,262,0.059682009
Control-roi-05,902,12,0.02342387,1372,1154,0.021702549
Control-roi-05,903,18,0.0230869,1374,600,0.032553823
Control-roi-05,904,25,0.023445182,1374,911,0.045213643
Control-roi-05,905,15,0.019880471,1375,548,0.027128186
Control-roi-05,906,39,0.036292997,1377,612,0.070533283
Control-roi-05,907,15,0.026872155,1376,893,0.027128186
Control-roi-05,908,46,0.038589071,1378,579,0.083193104
Control-roi-05,909,16,0.019407568,1380,278,0.028936732
Control-roi-05,910,22,0.028841632,1381,903,0.039788006
Control-roi-05,911,9,0.016211863,1380,1121,0.016276912
Control-roi-05,912,32,0.022705425,1383,918,0.057873463
Control-roi-05,913,25,0.025061418,1384,635,0.045213643
Control-roi-05,914,9,0.023454812,1383,887,0.016276912
Control-roi-05,915,21,0.028142723,1386,895,0.03797946
Control-roi-05,916,23,0.024216068,1387,1143,0.041596552
Control-roi-05,917,27,0.024940024,1392,927,0.048830735
Control-roi-05,918,15,0.019971008,1397,914,0.027128186
Control-roi-05,919,46,0.029395842,1508,1658,0.083193104
Control-roi-05,920,57,0.031286617,1512,1644,0.103087107
Control-roi-05,921,40,0.036836805,1512,1670,0.072341829
Control-roi-05,922,26,0.034630937,1521,1652,0.047022189
Control-roi-05,923,22,0.031108984,1522,1664,0.039788006
Control-roi-05,924,39,0.027771811,1528,1639,0.070533283
Control-roi-05,925,19,0.03567479,1530,1660,0.034362369
Control-roi-05,926,36,0.04133118,1538,1659,0.065107646
Control-roi-05,927,9,0.027015251,1541,1632,0.016276912
Control-roi-05,928,9,0.020436917,1541,1669,0.016276912
Control-roi-05,929,15,0.028252588,1545,1653,0.027128186
Control-roi-05,930,34,0.036527406,1549,1620,0.061490555
Control-roi-05,931,39,0.054683248,1550,1631,0.070533283
Control-roi-05,932,22,0.032417098,1554,1670,0.039788006
Control-roi-05,933,23,0.029343763,1555,353,0.041596552
Control-roi-05,934,15,0.025040055,1555,1650,0.027128186
Control-roi-05,935,32,0.049337663,1558,1662,0.057873463
Control-roi-05,936,36,0.049043344,1559,1624,0.065107646
Control-roi-05,937,36,0.034117901,1561,335,0.065107646
Control-roi-05,938,15,0.031602452,1562,352,0.027128186
Control-roi-05,939,28,0.034832532,1562,1616,0.05063928
Control-roi-05,940,12,0.020831108,1564,1524,0.021702549
Control-roi-05,941,53,0.036944395,1568,1670,0.095852924
Control-roi-05,942,15,0.019790951,1566,326,0.027128186
Control-roi-05,943,18,0.028608123,1566,361,0.032553823
Control-roi-05,944,21,0.029503682,1567,1542,0.03797946
Control-roi-05,945,42,0.04129491,1569,1644,0.075958921
Control-roi-05,946,9,0.031104668,1568,351,0.016276912
Control-roi-05,947,23,0.031330089,1570,342,0.041596552
Control-roi-05,948,54,0.035983599,1573,369,0.097661469
Control-roi-05,949,51,0.050561517,1572,1657,0.092235832
Control-roi-05,950,34,0.040788712,1575,1537,0.061490555
Control-roi-05,951,25,0.034541543,1574,1618,0.045213643
Control-roi-05,952,36,0.031794291,1576,1525,0.065107646
Control-roi-05,953,27,0.036047461,1575,1634,0.048830735
Control-roi-05,954,9,0.023424294,1576,353,0.016276912
Control-roi-05,955,15,0.029002314,1579,1627,0.027128186
Control-roi-05,956,29,0.033434095,1581,360,0.052447826
Control-roi-05,957,12,0.023682002,1580,1612,0.021702549
Control-roi-05,958,9,0.021449098,1581,321,0.016276912
Control-roi-05,959,9,0.021382976,1582,336,0.016276912
Control-roi-05,960,36,0.043272043,1583,1657,0.065107646
Control-roi-05,961,15,0.019493909,1584,316,0.027128186
Control-roi-05,962,22,0.028077987,1588,330,0.039788006
Control-roi-05,963,32,0.02867361,1588,1534,0.057873463
Control-roi-05,964,79,0.056939716,1591,1618,0.142875113
Control-roi-05,965,61,0.046332894,1592,379,0.110321289
Control-roi-05,966,12,0.032064291,1592,354,0.021702549
Control-roi-05,967,31,0.042969406,1595,1647,0.056064918
Control-roi-05,968,61,0.052259148,1596,1663,0.110321289
Control-roi-05,969,18,0.024884922,1595,334,0.032553823
Control-roi-05,970,38,0.03626427,1600,317,0.068724738
Control-roi-05,971,26,0.036638085,1600,362,0.047022189
Control-roi-05,972,45,0.051686037,1602,1643,0.081384558
Control-roi-05,973,37,0.047371427,1606,1631,0.066916192
Control-roi-05,974,23,0.029796889,1608,365,0.041596552
Control-roi-05,975,36,0.040578826,1608,1655,0.065107646
Control-roi-05,976,41,0.036857609,1612,308,0.074150375
Control-roi-05,977,46,0.043769509,1614,325,0.083193104
Control-roi-05,978,23,0.027650675,1613,336,0.041596552
Control-roi-05,979,24,0.028955266,1613,356,0.043405097
Control-roi-05,980,48,0.044638043,1614,1639,0.086810195
Control-roi-05,981,19,0.023466769,1615,271,0.034362369
Control-roi-05,982,19,0.022959206,1615,285,0.034362369
Control-roi-05,983,60,0.047950968,1621,749,0.108512744
Control-roi-05,984,18,0.029537228,1618,1630,0.032553823
Control-roi-05,985,28,0.032966572,1619,296,0.05063928
Control-roi-05,986,50,0.039749752,1621,1617,0.090427286
Control-roi-05,987,21,0.03000069,1620,263,0.03797946
Control-roi-05,988,12,0.027809567,1619,740,0.021702549
Control-roi-05,989,41,0.037294538,1621,1664,0.074150375
Control-roi-05,990,33,0.035563231,1625,258,0.059682009
Control-roi-05,991,22,0.030011028,1625,306,0.039788006
Control-roi-05,992,22,0.030876631,1626,722,0.039788006
Control-roi-05,993,27,0.027660086,1628,334,0.048830735
Control-roi-05,994,41,0.032911477,1629,1605,0.074150375
Control-roi-05,995,52,0.055706581,1631,279,0.094044378
Control-roi-05,996,43,0.038113133,1630,1674,0.077767466
Control-roi-05,997,9,0.035365326,1629,272,0.016276912
Control-roi-05,998,56,0.055134933,1633,347,0.101278561
Control-roi-05,999,24,0.032766842,1631,1620,0.043405097
Control-roi-05,1000,36,0.036979816,1632,744,0.065107646
Control-roi-05,1001,27,0.028293617,1635,1654,0.048830735
Control-roi-05,1002,46,0.049360282,1638,724,0.083193104
Control-roi-05,1003,57,0.061672148,1638,770,0.103087107
Control-roi-05,1004,24,0.034018718,1638,306,0.043405097
Control-roi-05,1005,46,0.056881321,1639,715,0.083193104
Control-roi-05,1006,31,0.027278209,1638,1113,0.056064918
Control-roi-05,1007,9,0.017407153,1637,1629,0.016276912
Control-roi-05,1008,32,0.042934596,1639,783,0.057873463
Control-roi-05,1009,9,0.023761688,1639,858,0.016276912
Control-roi-05,1010,59,0.060632887,1642,867,0.106704198
Control-roi-05,1011,12,0.033171842,1640,284,0.021702549
Control-roi-05,1012,9,0.022563007,1640,331,0.016276912
Control-roi-05,1013,16,0.034398604,1640,352,0.028936732
Control-roi-05,1014,15,0.025672796,1641,734,0.027128186
Control-roi-05,1015,65,0.080891362,1643,1127,0.117555472
Control-roi-05,1016,21,0.02543461,1641,1641,0.03797946
Control-roi-05,1017,37,0.038150854,1642,250,0.066916192
Control-roi-05,1018,26,0.029286758,1642,751,0.047022189
Control-roi-05,1019,14,0.030240112,1642,312,0.02531964
Control-roi-05,1020,27,0.030349629,1643,336,0.048830735
Control-roi-05,1021,23,0.034567656,1644,1610,0.041596552
Control-roi-05,1022,47,0.040787366,1648,301,0.085001649
Control-roi-05,1023,9,0.029982283,1645,292,0.016276912
Control-roi-05,1024,15,0.035050991,1646,727,0.027128186
Control-roi-05,1025,12,0.025045141,1646,278,0.021702549
Control-roi-05,1026,9,0.020708188,1646,705,0.016276912
Control-roi-05,1027,52,0.044610044,1649,1141,0.094044378
Control-roi-05,1028,31,0.032854151,1647,1635,0.056064918
Control-roi-05,1029,43,0.040272107,1649,790,0.077767466
Control-roi-05,1030,9,0.019238236,1648,348,0.016276912
Control-roi-05,1031,35,0.037687604,1650,314,0.063299101
Control-roi-05,1032,12,0.026157778,1649,718,0.021702549
Control-roi-05,1033,33,0.047993785,1650,773,0.059682009
Control-roi-05,1034,27,0.028012738,1650,1625,0.048830735
Control-roi-05,1035,42,0.035218912,1653,272,0.075958921
Control-roi-05,1036,37,0.043907217,1651,861,0.066916192
Control-roi-05,1037,15,0.0310633,1651,334,0.027128186
Control-roi-05,1038,28,0.035348069,1652,1607,0.05063928
Control-roi-05,1039,27,0.024863163,1653,236,0.048830735
Control-roi-05,1040,18,0.026356569,1653,325,0.032553823
Control-roi-05,1041,40,0.059716182,1655,262,0.072341829
Control-roi-05,1042,33,0.037603316,1654,290,0.059682009
Control-roi-05,1043,23,0.031590819,1655,250,0.041596552
Control-roi-05,1044,15,0.032775362,1655,340,0.027128186
Control-roi-05,1045,19,0.026327435,1655,1153,0.034362369
Control-roi-05,1046,32,0.0366598,1658,1113,0.057873463
Control-roi-05,1047,12,0.017958597,1658,353,0.021702549
Control-roi-05,1048,34,0.037471221,1659,736,0.061490555
Control-roi-05,1049,23,0.032735909,1658,783,0.041596552
Control-roi-05,1050,39,0.048518603,1659,1101,0.070533283
Control-roi-05,1051,9,0.022295126,1658,793,0.016276912
Control-roi-05,1052,36,0.040790333,1662,772,0.065107646
Control-roi-05,1053,31,0.042082906,1662,1145,0.056064918
Control-roi-05,1054,15,0.031812009,1661,340,0.027128186
Control-roi-05,1055,42,0.040797902,1662,689,0.075958921
Control-roi-05,1056,15,0.027014572,1662,1125,0.027128186
Control-roi-05,1057,34,0.041454723,1664,318,0.061490555
Control-roi-05,1058,24,0.040461204,1663,752,0.043405097
Control-roi-05,1059,61,0.05611843,1666,763,0.110321289
Control-roi-05,1060,76,0.045503206,1664,720,0.137449475
Control-roi-05,1061,29,0.038141241,1667,1104,0.052447826
Control-roi-05,1062,20,0.030215152,1666,1156,0.036170915
Control-roi-05,1063,27,0.038509815,1668,225,0.048830735
Control-roi-05,1064,19,0.028947971,1668,252,0.034362369
Control-roi-05,1065,15,0.018273187,1667,286,0.027128186
Control-roi-05,1066,19,0.025843161,1668,300,0.034362369
Control-roi-05,1067,9,0.029597416,1667,1127,0.016276912
Control-roi-05,1068,32,0.032124533,1670,342,0.057873463
Control-roi-05,1069,40,0.035933852,1672,705,0.072341829
Control-roi-05,1070,34,0.040176556,1671,746,0.061490555
Control-roi-05,1071,38,0.043344858,1671,792,0.068724738
Control-roi-05,1072,36,0.045854632,1672,311,0.065107646
Control-roi-05,1073,51,0.049972399,1674,1119,0.092235832
Control-roi-05,1074,52,0.063013305,1674,242,0.094044378
Control-roi-05,1075,9,0.021564389,1672,274,0.016276912
Control-roi-05,1076,23,0.034730861,1674,324,0.041596552
Control-roi-05,1077,30,0.038950179,1675,1151,0.054256372
Control-roi-05,1078,20,0.032840467,1675,230,0.036170915
Control-roi-05,1079,35,0.046235272,1676,262,0.063299101
Control-roi-05,1080,16,0.042679484,1674,1144,0.028936732
